id;name;price;type;efficiency;wattage;modular;color
1404;In Win P130II;232.75;ATX;platinum;1300;Full;Black
1405;FSP Group Hydro M Pro ATX3.0(PCIe5.0);;ATX;bronze;700;Semi;Black
1406;Enermax Revolution D.F. X;249.99;ATX;gold;1350;Full;Black
1407;PC Power & Cooling Silencer;196.42;ATX;platinum;1050;Full;
1408;Enermax MarbleBron RGB;;ATX;bronze;850;Semi;Black
1409;LC-Power LC6 V2.31;;ATX;gold;850;Full;Black / Gray
1410;FSP Group Hydro PTM PRO;;ATX;platinum;1200;Full;Black
1411;Thermalright AG-650;;ATX;gold;650;Full;White
1412;Cooler Master X Silent Edge Platinum 230V;;ATX;platinum;1100;Full;Black
1413;Thermaltake Toughpower iRGB PLUS 750;210.65;ATX;gold;750;Full;Black
1414;Corsair Vengeance 400;;ATX;bronze;400;false;
1415;Cooler Master Silent Pro Gold;;ATX;gold;1200;Semi;
1416;Sentey XPP725-PS;;ATX;;725;Semi;
1417;Athena Power APOLLO 600;;SFX;bronze;600;false;
1418;Thermaltake Smart;;ATX;bronze;650;Semi;
1419;Segotep CP-PSU-ST-P750F;;ATX;gold;750;Full;Black
1420;Phanteks AMP;;ATX;gold;850;Full;Black
1421;Thermaltake Hamburg;;ATX;plus;530;false;Black
1422;EVGA 650 GD;;ATX;gold;650;false;Black
1423;Silverstone Essential;88.98;ATX;gold;550;Semi;Black
1424;EVGA 710 BP;;ATX;bronze;710;false;Black
1425;SeaSonic S12II;;ATX;bronze;750;Full;
1426;Silverstone Strider;;ATX;silver;600;Full;
1427;Inter-Tech Coba Nitrox Nobility;;ATX;silver;700;Semi;Black / Orange
1428;Cooler Master MWE Bronze;;ATX;bronze;450;false;Black
1429;FSP Group SFX Pro;;SFX;bronze;450;false;Black
1430;GameMax GX Pro Rampage;;ATX;platinum;1250;Full;Black
1431;Super Flower Leadex V Platinum Pro;189.99;ATX;platinum;1000;Full;White
1432;SHARKOON SilentStorm;91.83;SFX;bronze;450;false;Black
1433;Thermalright TP;;ATX;platinum;850;Full;White
1434;Athena Power AP-MFATX40P8;118.02;Flex ATX;bronze;400;false;
1435;Cooler Master MWE Gold V2 ATX3.0;;ATX;gold;850;Full;White
1436;Enermax MaxTytan;;ATX;titanium;750;Full;Black
1437;GameMax GM-1050;;ATX;silver;1050;Semi;
1438;Cooler Master XG750;;ATX;platinum;750;Full;Black
1439;Cooler Master XG850;;ATX;platinum;850;Full;Black
1440;Phanteks Revolt SFX;;SFX;gold;650;Full;Black
1441;Corsair AX650;250;ATX;gold;650;Full;
1442;Phanteks AMP;;ATX;gold;750;Full;Black
1443;SeaSonic X;;ATX;gold;750;Full;
1444;SeaSonic X;;ATX;gold;850;Full;
1445;SeaSonic Platinum;;ATX;platinum;760;Full;
1446;OCZ ModXStream Pro;;ATX;plus;600;Semi;
1447;Thermaltake TR2;;ATX;gold;700;false;
1448;Antec High Current Gamer;;ATX;bronze;520;Semi;
1449;be quiet! Pure Power L7;;ATX;plus;530;false;
1450;Thermaltake Toughpower DPS G RGB Titanium;;ATX;titanium;1500;Full;
1451;Cooler Master Extreme 2;;ATX;;475;false;
1452;Silverstone Strider Titanium;;ATX;titanium;600;Full;
1453;Xigmatek Vector;;ATX;gold;850;Semi;
1454;be quiet! Dark Power Pro 11;;ATX;platinum;550;Semi;
1455;Corsair HX620;;ATX;plus;620;Full;
1456;EVGA 450 B1;;ATX;bronze;450;false;
1457;Antec EARTHWATTS GOLD PRO 550;;ATX;gold;550;Semi;Black
1458;SilentiumPC Vero M2;;ATX;bronze;600;false;Black
1459;EVGA SuperNOVA 750 P6;;ATX;platinum;750;Full;Black / Silver
1460;XFX XTR;;ATX;gold;750;Full;
1461;Rosewill HIVE;;ATX;bronze;650;Semi;
1462;FSP Group Hyper M85+;;ATX;bronze;550;Semi;Black
1463;FSP Group Hydro PTM PRO;159.99;ATX;platinum;850;Full;Black
1464;Super Flower LEADEX VII Platinum PRO;169.99;ATX;platinum;850;Full;Black
1465;YEYIAN Raiden;;ATX;bronze;750;false;Black
1466;Thermaltake Toughpower PF3;;ATX;platinum;750;Full;Black
1467;Chieftec Polaris;;ATX;gold;1250;Full;Black
1468;GameMax GX Pro Rampage;;ATX;platinum;1050;Full;Black
1469;BitFenix Whisper M;;ATX;gold;750;Full;
1470;Enermax REVOLUTION SFX;;SFX;gold;650;Full;Black
1471;GAMDIAS KRATOS P1 G;;ATX;gold;750;Semi;Black
1472;be quiet! Pure Power 10;;ATX;silver;700;false;
1473;SeaSonic M12II;;ATX;bronze;650;Semi;
1474;Cooler Master Silent Pro M;;ATX;bronze;700;Full;
1475;be quiet! Dark Power Pro 10;;ATX;gold;650;Semi;
1476;Thermaltake Smart;;ATX;bronze;850;Semi;
1477;Antec NeoECO V2;;ATX;bronze;650;Semi;Black
1478;Gigabyte GreenMax Plus;;ATX;bronze;550;false;
1479;SeaSonic X;;ATX;gold;650;Full;
1480;Silverstone VIVA;;ATX;gold;650;false;Black
1481;Antec VP;;ATX;;450;false;
1482;Thermaltake Toughpower GX1 500;;ATX;gold;500;false;Black
1483;be quiet! STRAIGHT POWER E9 680W / CM;;ATX;gold;680;Semi;
1484;MSI MAG A550BNL;;ATX;bronze;550;false;Black
1485;LC-Power LC V2.31;;ATX;platinum;550;Full;Black
1486;FSP Group Hydro M Pro ATX3.0(PCIe5.0);;ATX;bronze;800;Semi;Black
1487;be quiet! Dark Power Pro 11;;ATX;platinum;750;Semi;
1488;LEPA MaxBron;;ATX;bronze;1000;Semi;
1489;Rosewill HIVE S;;ATX;bronze;1000;Full;
1490;Rosewill HIVE S;;ATX;bronze;650;Full;
1491;SeaSonic PRIME SNOWSILENT;;ATX;gold;550;Full;White
1492;NZXT HALE90 V2 1200W;;ATX;gold;1200;Full;
1493;Antec Earthwatts Green;;ATX;bronze;380;false;
1494;Cougar GX;;ATX;gold;800;Full;Black / Gold
1495;Montech GAMMA II;;ATX;gold;650;false;Black
1496;Rosewill Capstone;;ATX;gold;750;Semi;
1497;GAMDIAS ASTRAPE M1;;ATX;plus;550;false;Black / Multicolor
1498;Cougar GX-S;;ATX;gold;750;false;
1499;XFX TS;;ATX;gold;550;false;
1500;RIOTORO BUILDER;;ATX;plus;500;false;Black / Red
1501;Antec NeoECO;;ATX;bronze;550;Semi;Black
1502;Raidmax Thunder RGB;;ATX;bronze;735;Semi;Black
1503;EVGA SuperNOVA 1000 PS;;ATX;platinum;1000;Full;
1504;EVGA SuperNOVA NEX750B;;ATX;bronze;750;Semi;
1505;Rosewill ARC 750;;ATX;bronze;750;false;
1506;Sentey SDP550-SS;;ATX;plus;550;false;
1507;FSP Group HYPER S;;ATX;plus;700;false;Black
1508;be quiet! Pure Power L8;;ATX;bronze;530;Semi;
1509;Thermaltake Smart DPS G;;ATX;gold;650;Semi;
1510;Silverstone Strider Platinum;135.99;ATX;platinum;750;Full;
1511;Thermaltake Toughpower GF2 ARGB;123.1;ATX;gold;650;Full;Black
1512;Thermaltake Toughpower PF1 - TT Premium Edition;304.45;ATX;platinum;1050;Full;Black
1513;Phanteks PH-P550GF;;ATX;gold;550;false;Black
1514;Silverstone SX300-B;;SFX;bronze;300;false;Black
1515;LC-Power LC6 V2.31;;ATX;gold;550;Full;Black / Gray
1516;Deepcool PN550D;;ATX;gold;550;Full;Black
1517;KOLINK KL-1000M;;ATX;bronze;1000;Semi;Black
1518;SeaSonic SSP-300SFG;;SFX;gold;300;false;
1519;Raidmax Vampire;;ATX;gold;800;Semi;
1520;SeaSonic Snow Silent 1050;;ATX;platinum;1050;Full;
1521;Rosewill Glacier 700M;;ATX;bronze;700;Semi;
1522;Rosewill Glacier 600M;;ATX;bronze;600;Semi;
1523;Cougar VTE X2;;ATX;plus;650;false;Black
1524;NZXT HALE90 V2 1000W;;ATX;gold;1000;Full;
1525;Apevia ATX-AQ700W-BK;;ATX;;700;false;
1526;Cooler Master Silent Pro M;;ATX;bronze;850;Semi;
1527;Enermax EPR525AWT_II;;ATX;bronze;525;false;
1528;Thermaltake TR2;;ATX;bronze;450;false;
1529;SeaSonic SS-460FL Active PFC F3;;ATX;platinum;460;Full;
1530;Deepcool PM500D;;ATX;gold;500;false;Black
1531;Phanteks AMP;;ATX;gold;1000;Full;White
1532;Cooler Master M620;;ATX;plus;620;Semi;
1533;Cooler Master B500;;ATX;;500;false;
1534;GAMDIAS ASTRAPE M1 B;;ATX;bronze;750;false;Black / Multicolor
1535;GAMDIAS ASTRAPE P1 G;;ATX;gold;650;Full;Black / Multicolor
1536;GAMDIAS Cyclops X1 P;;ATX;platinum;1200;Full;Black / Multicolor
1537;Thermaltake TR2 RX;;ATX;bronze;850;Semi;
1538;Sentey MBP HM;;ATX;bronze;750;Semi;Black
1539;Antec High Current Gamer;;ATX;bronze;850;Semi;
1540;Silverstone VIVA;;ATX;gold;750;false;Black
1541;Enermax EMG900EWT;;ATX;gold;900;Full;
1542;Antec High Current Gamer;;ATX;bronze;900;false;
1543;be quiet! Pure Power L8;;ATX;bronze;600;false;
1544;Solid Gear SDGR-FLEX220;;Flex ATX;;220;false;
1545;EVGA SuperNOVA 850 GS;;ATX;gold;850;Full;
1546;SeaSonic ATX3-FOCUS-GX-750-WHITE;;ATX;gold;750;Full;White
1547;Rosewill PHOTON-650;;ATX;gold;650;Full;
1548;In Win A45;;ATX;plus;450;false;Black
1549;Xilence XP650R9;;ATX;gold;650;false;Black / Red
1550;Deepcool GamerStorm DQ-M;;ATX;gold;650;Full;Black / Silver
1551;Cooler Master eXtreme Power Plus;;ATX;;500;false;
1552;Enermax MarbleBron;;ATX;bronze;750;Semi;Black
1553;In Win P105II;183.36;ATX;platinum;1050;Full;Black
1554;Thermalright AG-850;;ATX;gold;850;Full;Black
1555;Xilence XP1050MR9;;ATX;gold;1050;Full;Black / Red
1556;Rosewill SMG1200;;ATX;gold;1200;Full;Black
1557;Deepcool PN750D;;ATX;gold;750;Full;Black
1558;SeaSonic SS-300ES Bronze;;ATX;bronze;300;false;
1559;SeaSonic PRIME;;ATX;gold;650;Full;Black
1560;Cooler Master MWE Gold V2 ATX3.0 SF6 BLANKA;;ATX;gold;1050;Full;Green / Yellow
1561;ADATA XPG KYBER;;ATX;gold;650;false;Black
1562;Enermax Platimax D.F.;;ATX;platinum;600;Full;Black
1563;Kuroutoshikou KRPW-BR650W/85+;;ATX;bronze;650;false;Black
1564;be quiet! Pure Power 10 CM;;ATX;silver;500;Semi;
1565;Rosewill Glacier 500M;;ATX;bronze;500;Semi;
1566;Thermaltake Toughpower XT;;ATX;gold;1475;Semi;
1567;SeaSonic FOCUS SPX (2021);;SFX;platinum;650;Full;Black
1568;SeaSonic Platinum;;ATX;platinum;860;Full;
1569;SeaSonic X;;ATX;gold;1250;Full;
1570;FSP Group Hydro Ti PRO,Gen 5;;ATX;titanium;850;Full;Black
1571;Antec Basiq;88.34;ATX;;350;false;
1572;Raidmax XT;;ATX;;300;false;
1573;Cooler Master MWE Gold 750;;ATX;gold;750;false;Black
1574;Enermax CYBERBRON;;ATX;bronze;700;false;Black
1575;GAMDIAS ASTRAPE M1 B;;ATX;bronze;650;false;Black / Multicolor
1576;Fractal Design Newton R3;;ATX;platinum;800;Semi;
1577;EVGA 700 GQ;;ATX;gold;700;Semi;Black
1578;In Win P65F;;ATX;gold;650;false;Black
1579;KOLINK KL-600M;;ATX;bronze;600;Semi;Black
1580;Cooler Master V Semi-Modular;;ATX;gold;750;Semi;
1581;SeaSonic PRIME Titanium;;ATX;titanium;650;Full;
1582;NZXT HALE82 V2 700W;;ATX;bronze;700;Full;
1583;SHARKOON WPM Bronze;;ATX;bronze;700;Semi;
1584;XFX Core Edition;;ATX;bronze;750;false;
1585;EVGA W3;;ATX;plus;600;false;Black
1586;Cooler Master MWE 400;;ATX;plus;400;false;Black
1587;Antec VP PLUS;;ATX;plus;650;false;
1588;Silverstone Strider;;ATX;plus;400;false;
1589;Thermaltake TR2;;ATX;bronze;600;false;
1590;EVGA SuperNOVA 750 GA;;ATX;gold;750;Full;
1591;LC-Power LC6650GP3 V2.3 230V;;ATX;silver;650;false;Black
1592;Azza PSAZ-750PT14;;ATX;platinum;750;Semi;
1593;YEYIAN Pegasus;;ATX;platinum;1000;Full;Black
1594;Corsair TX750 V2;320;ATX;bronze;750;false;
1595;Cooler Master V1000 Platinum;;ATX;platinum;1000;Full;Black
1596;LC-Power LC1000P V3.0;;ATX;platinum;1000;Full;Black
1597;Thermaltake Toughpower iRGB PLUS 850;285;ATX;gold;850;Full;Black
1598;Corsair TX850 V2;;ATX;bronze;850;false;
1599;Rosewill PMG750;114.99;ATX;gold;750;Full;Black
1600;Montech CENTURY;;ATX;gold;550;Full;Black
1601;BitFenix Formula Gold 650;;ATX;gold;650;false;
1602;Cougar VTE X2;;ATX;plus;600;false;Black
1603;Apevia ATX-WA750W;;ATX;;750;false;
1604;Apex AL-D500EXP;;ATX;;500;false;
1605;Rosewill Green;;ATX;plus;630;false;
1606;Thermaltake TR2;;ATX;;500;false;
1607;Corsair CX400;;ATX;plus;400;false;
1608;Cooler Master Extreme 2;;ATX;;525;false;
1609;Cooler Master Silent Pro M2;;ATX;bronze;620;Semi;
1610;Athena Power AP-MFATX30;;Mini ITX;bronze;300;false;
1611;In Win P75F;;ATX;gold;750;false;Black
1612;KOLINK KL-500;;ATX;bronze;500;false;Black
1613;SeaSonic PRIME Titanium;;ATX;titanium;850;Full;
1614;Antec HCG-750 Bronze;;ATX;bronze;750;false;
1615;Corsair CX850M V2 (2017 Edition);;ATX;bronze;850;Semi;Black / White
1616;XFX TS;;ATX;gold;650;false;
1617;Corsair G700;;ATX;plus;700;false;
1618;SeaSonic FOCUS SGX (2021);;SFX;gold;550;Full;Black
1619;Cooler Master Elite V2;;ATX;;550;false;
1620;NZXT E650;;ATX;gold;650;Full;Black
1621;Cougar CMX700V3;;ATX;bronze;700;Semi;
1622;Rosewill PHOTON-850;;ATX;gold;850;Full;
1623;Rosewill PHOTON-550;;ATX;gold;550;Full;
1624;be quiet! System Power 10 U;;ATX;bronze;750;false;Black
1625;Cooler Master Thunder;;ATX;;600;false;
1626;be quiet! Straight Power 10;;ATX;gold;600;false;
1627;PC Power & Cooling Silencer MK III;;ATX;gold;750;Semi;
1628;Thermaltake Toughpower;;ATX;gold;850;Semi;
1629;Thermaltake Smart DPS G;;ATX;gold;750;Semi;
1630;Thermaltake TOUGHPOWER PF1 ARGB;;ATX;platinum;1200;Full;
1631;Thermaltake TOUGHPOWER PF1 ARGB;299.99;ATX;platinum;850;Full;
1632;Enermax Revolution D.F. 12;139.99;ATX;gold;850;Full;Black
1633;Enermax REVOLUTION X't II;;ATX;gold;650;Semi;
1634;Silverstone Strider Platinum;139.99;ATX;platinum;650;Full;
1635;SeaSonic PRIME Ultra Platinum 850;359.99;ATX;platinum;850;Full;Black
1636;Chieftec ATMOS;208.7;ATX;gold;850;Full;Black
1637;FSP Group Hydro PTM PRO;149.99;ATX;platinum;750;Full;Black
1638;FSP Group Hydro GE;94.99;ATX;gold;650;Full;Black
1639;EVGA SuperNOVA 850 GA;350;ATX;gold;850;Full;
1640;BitFenix Formula Gold 750;;ATX;gold;750;false;
1641;be quiet! Pure Power 10;;ATX;bronze;300;false;
1642;Thermaltake Toughpower iRGB PLUS 1000;;ATX;gold;1000;Full;Black
1643;BitFenix Formula Bronze;;ATX;bronze;700;false;Black
1644;Thermaltake TR2;;ATX;bronze;750;Semi;
1645;NZXT HALE90 V2 850W;;ATX;gold;850;Full;
1646;SeaSonic S12III;;ATX;bronze;450;false;Black
1647;Antec True Power;;ATX;bronze;650;Full;
1648;Cooler Master eXtreme Power Plus;;ATX;;700;false;
1649;Raidmax RX-1000AE;;ATX;gold;1000;Semi;
1650;Rosewill Green;170;ATX;plus;530;false;
1651;GameMax GM;;ATX;gold;500;Semi;Black
1652;Antec NeoECO 750 Gold;;ATX;gold;750;Semi;Black
1653;Thermaltake Smart;;ATX;bronze;750;Semi;
1654;Thermaltake Toughpower GX1 RGB;;ATX;gold;600;false;Black
1655;XFX XT;;ATX;bronze;600;false;
1656;RAIJINTEK CRATOS;;ATX;gold;850;Full;White
1657;Raidmax RX-700AC;;ATX;bronze;700;Semi;
1658;FSP Group HEXA 85+ PRO;;ATX;bronze;350;false;Black
1659;be quiet! Pure Power 9;;ATX;silver;500;Semi;
1660;FSP Group Raider 650;;ATX;bronze;650;false;
1661;Thermaltake Toughpower Grand;;ATX;gold;850;Full;
1662;ARESGAME AGS;;ATX;gold;850;Semi;Black / Red
1663;Zalman TeraMax II;;ATX;gold;750;Full;Black
1664;G.Skill PS750G;;ATX;gold;750;Full;Black
1665;XFX PRO Black Edition;;ATX;gold;850;Full;
1666;Cooler Master Silent Pro M2;;ATX;silver;850;Semi;
1667;Antec True Power;;ATX;gold;650;false;
1668;Super Flower Golden Green HX;;ATX;gold;650;false;
1669;Kingwin ABT-1050MM;89.99;ATX;;1050;false;
1670;SeaSonic PRIME Ultra Platinum 550;;ATX;platinum;550;Full;Black
1671;SeaSonic SS-400ET Bronze;98;ATX;bronze;400;false;
1672;Super Flower Leadex III ARGB Pro;164.99;ATX;gold;650;Full;Black
1673;Rosewill Green;80;ATX;plus;430;false;
1674;In Win PB;150;ATX;gold;750;Full;
1675;Corsair CX-500 V3;;ATX;bronze;500;false;
1676;LC-Power LC6 V2.31;;ATX;gold;750;Full;Black / Gray
1677;SeaSonic PRIME Ultra Platinum 1000;;ATX;platinum;1000;Full;Black
1678;OCZ ZT;;ATX;bronze;750;Full;
1679;SeaSonic X;;ATX;gold;750;Full;
1680;Cooler Master MasterWatt Maker 1500 (no Bluetooth);;ATX;titanium;1500;Full;
1681;Rosewill RD-Z;;ATX;plus;400;false;Black
1682;Cooler Master Silent Pro Hybrid;;ATX;gold;850;Full;
1683;be quiet! Pure Power 11;;ATX;bronze;350;false;Black
1684;OCZ Fatal1ty;;ATX;plus;550;Semi;
1685;Raidmax RX-850AE;;ATX;gold;850;Semi;
1686;Thermaltake Toughpower Grand;;ATX;gold;650;Semi;
1687;Thermaltake TR2;;ATX;plus;800;false;
1688;be quiet! System Power U9;;ATX;bronze;700;false;Black
1689;be quiet! System Power 8;;ATX;plus;400;false;
1690;FSP Group AURUM S 600W;;ATX;gold;600;false;
1691;SeaSonic FOCUS Plus Platinum;;ATX;platinum;550;Full;
1692;Super Flower Legion GX Pro;;ATX;gold;850;Semi;Black
1693;Enermax CYBERBRON;;ATX;bronze;600;false;Black / Silver
1694;Antec NeoECO Platinum;;ATX;platinum;850;Full;Black
1695;Antec High Current Gamer;;ATX;bronze;850;Full;Black
1696;Rosewill Capstone;;ATX;gold;650;Semi;
1697;BitFenix Whisper M;;ATX;gold;850;Full;
1698;BitFenix Whisper M;;ATX;gold;450;Full;
1699;Thermaltake Toughpower iRGB PLUS;;ATX;titanium;1250;Full;
1700;FSP Group HEXA 85+;;ATX;bronze;350;false;Black
1701;FSP Group HEXA 85+ PRO;;ATX;bronze;750;false;Black
1702;Diablotek PHD350;;ATX;;350;false;
1703;Xigmatek NRP-MC702;;ATX;bronze;700;Full;
1704;Thermaltake Toughpower GF A3 - TT Premium Edition;;ATX;gold;1050;Full;Blue / Black
1705;Deepcool DN400;;ATX;;400;false;
1706;Ultra LSP750;;ATX;;750;false;
1707;RIOTORO ENIGMA G2;;ATX;gold;850;Full;Black / Yellow
1708;RIOTORO BUILDER;;ATX;plus;600;false;Black / Red
1709;SHARKOON SilentStorm Icewind;;ATX;bronze;750;Semi;White / Black
1710;Antec NeoECO Classic;;ATX;bronze;650;false;Black
1711;Antec VP;;ATX;;350;false;
1712;SHARKOON WPM Bronze;;ATX;bronze;500;Semi;
1713;Zalman TeraMax II;;ATX;gold;850;Full;White
1714;Cougar GX-F;;ATX;gold;550;Full;Black / Orange
1715;Fractal Design Newton R3;;ATX;platinum;600;Semi;
1716;Fractal Design Integra R2;;ATX;bronze;650;false;
1717;Insignia NS-PCW5508;;ATX;bronze;550;false;Black
1718;Antec True Power;;ATX;gold;550;false;
1719;Thermaltake Toughpower;;ATX;gold;1200;Semi;
1720;FSP Group Hydro PTM PRO,Gen5;;ATX;platinum;1350;Full;Black
1721;Rosewill SMG1050;;ATX;gold;1050;Full;Black
1722;KOLINK Core;;ATX;plus;850;false;Black
1723;RAIJINTEK CRATOS;;ATX;gold;1200;Full;White
1724;Rosewill VALENS-700M;;ATX;gold;700;Semi;
1725;Corsair CX-750 V3;;ATX;bronze;750;false;
1726;Phanteks AMP;;ATX;gold;550;Full;Black
1727;Silverstone Strider;;ATX;bronze;500;false;
1728;be quiet! Pure Power 10;;ATX;silver;400;false;
1729;XFX ProSeries;;ATX;platinum;1000;Full;
1730;Cougar SL500;;ATX;;500;false;
1731;Antec NeoECO;;ATX;bronze;620;false;
1732;Apevia ITX-AP250W;;Mini ITX;;250;false;
1733;Cooler Master Elite;;ATX;;400;false;
1734;SeaSonic SSP-350SE;;ATX;bronze;350;false;
1735;Antec Earthwatts Green;;ATX;bronze;450;false;
1736;Thermaltake Toughpower Grand RGB Platinum;;ATX;platinum;1050;Full;Black
1737;Enermax REVOLUTION ATX 3.0;;ATX;gold;1000;Full;Black / White
1738;Antec VP PLUS;;ATX;plus;550;false;
1739;Thermaltake Toughpower GX1 RGB;;ATX;gold;500;false;Black
1740;Raidmax Scorpio;;ATX;bronze;535;Semi;Black / Blue
1741;LEPA B650-SA;;ATX;bronze;650;false;
1742;SeaSonic CORE GX-500;;ATX;gold;500;Full;Black / Gold
1743;CoolMax ZX-700;;ATX;plus;700;false;
1744;FSP Group HEXA 85+;;ATX;bronze;550;false;Black
1745;Cooler Master Silent Pro M2;;ATX;bronze;720;Semi;
1746;Apevia Beast;;ATX;;550;false;
1747;Zalman zm-500-LE;;ATX;;500;false;
1748;be quiet! Dark Power Pro 11;;ATX;platinum;1200;Semi;
1749;Silverstone Strider;;ATX;gold;750;Full;
1750;XFX P1-650X-XXB9;;ATX;bronze;650;Semi;
1751;FSP Group Raider 750;;ATX;bronze;750;false;
1752;Replace Power RP-TFX-420W;;TFX;;420;false;
1753;Antec NeoECO Classic;;ATX;bronze;550;false;Black
1754;Fractal Design Anode Bronze;;SFX;bronze;450;false;Black
1755;Xilence Performance A+ III;;ATX;bronze;650;false;Black / Red
1756;be quiet! Power Zone;;ATX;bronze;850;Full;
1757;SeaSonic FOCUS;;ATX;gold;500;Semi;Black
1758;EVGA SuperNOVA 1050 GS;;ATX;gold;1050;Full;
1759;LEPA MX-F1;;ATX;;600;false;
1760;Rosewill ARC 650;;ATX;bronze;650;false;
1761;Antec Earthwatts;;ATX;bronze;500;false;
1762;Thermaltake Toughpower Grand RGB Platinum;;ATX;platinum;850;Full;Black
1763;be quiet! Straight Power 10;;ATX;gold;500;false;
1764;FSP Group FSP400-60GHS(85)-R;;SFX;bronze;400;false;
1765;SeaSonic PRIME Platinum;;ATX;platinum;1000;Full;
1766;SeaSonic PRIME Platinum;;ATX;platinum;1200;Full;
1767;Super Flower Golden Silent;;ATX;gold;430;Semi;
1768;Super Flower SF-1200F14MP White;;ATX;platinum;1200;Full;
1769;Thermaltake Toughpower DPS G;;ATX;gold;450;Full;
1770;Enermax TRIATHLOR ECO;;ATX;bronze;1000;Semi;
1771;YEYIAN Raiden RGB;;ATX;gold;850;false;Black
1772;Thermaltake TR2;;ATX;;430;false;
1773;Deepcool PN650D;;ATX;gold;650;Full;Black
1774;iTek GF EVO;;ATX;gold;850;Full;Black
1775;Thermaltake Toughpower;383.92;ATX;gold;1500;Semi;
1776;Phanteks Revolt Pro;;ATX;gold;1000;Full;Silver / Black
1777;Enermax Platimax;;ATX;platinum;1500;Full;
1778;Thermaltake Toughpower SFX;;SFX;gold;450;Full;Black
1779;Antec VP;;ATX;;500;false;
1780;Antec VP;;ATX;;700;false;
1781;LC-Power LC6550 V2.3;;ATX;bronze;550;false;Black
1782;be quiet! Pure Power 10 CM;;ATX;silver;600;Semi;
1783;SeaSonic M12II;;ATX;bronze;750;Semi;
1784;Raidmax RX-630SS;;ATX;;630;Semi;
1785;Cougar SL600;;ATX;;600;false;
1786;Antec NeoECO;;ATX;bronze;520;false;
1787;HEC HEC250SRT;;SFX;;250;false;
1788;Cooler Master Silent Pro M;;ATX;plus;600;Full;
1789;Cooler Master eXtreme Power;;ATX;;550;false;
1790;EVGA Classified SR-2;;ATX;silver;1200;Full;
1791;OCZ ModXStream Pro;;ATX;plus;500;Semi;
1792;Silverstone Strider;;ATX;silver;750;Full;
1793;Thermaltake TR2;;ATX;;600;false;
1794;FSP Group AURUM S 500W;;ATX;gold;500;false;
1795;FSP Group Hydro G;;ATX;gold;850;Full;
1796;GameMax GM;;ATX;gold;1800;false;Black
1797;be quiet! STRAIGHT POWER E9 | 500W;;ATX;gold;500;false;
1798;Cooler Master i500;;ATX;bronze;500;false;
1799;Thermaltake Toughpower XT;;ATX;bronze;875;Full;
1800;EVGA SuperNOVA 750 T2;;ATX;titanium;750;Full;
1801;Corsair VX450;;ATX;plus;450;false;
1802;FSP Group HEXA 85+;;ATX;bronze;850;false;Black
1803;Athena Power AP-MFATX22;;Mini ITX;;220;false;
1804;Rosewill Fortress;;ATX;platinum;750;false;
1805;SeaSonic PRIME Gold;;ATX;gold;750;Full;
1806;Sentey MBP HM;;ATX;bronze;650;Semi;Black
1807;Antec High Current Gamer;;ATX;bronze;750;Semi;
1808;SHARKOON SilentStorm Icewind;;ATX;bronze;650;Semi;White / Black
1809;OCZ StealthXStream;;ATX;;700;false;
1810;FSP Group FSP270-60LE;;Mini ITX;plus;270;false;
1811;Enermax ENP500AWT;;ATX;plus;500;false;
1812;Enermax EMD625AWT;;ATX;bronze;625;Full;
1813;Thermalright TP;;ATX;platinum;850;Full;Black
1814;FSP Group Raider S 550;;ATX;silver;550;false;
1815;Thermaltake Litepower;;ATX;;350;false;
1816;SilentiumPC Supremo L2;;ATX;gold;650;false;Black
1817;SeaSonic S12G;;ATX;gold;550;false;
1818;Rosewill ARC 450;;ATX;bronze;450;false;
1819;Super Flower Leadex III ARGB Pro;;ATX;gold;850;Full;Black
1820;Super Flower Leadex Silver;;ATX;silver;550;Full;
1821;Xilence XP830R8;;ATX;bronze;830;false;Black / Red
1822;be quiet! Straight Power 10 CM;;ATX;gold;600;Semi;
1823;Diablotek PSUL775;;ATX;;775;false;
1824;Raidmax Cobra;;ATX;bronze;400;false;
1825;Super Flower Amazon;;ATX;bronze;300;false;
1826;LEPA G800-MB;;ATX;gold;800;Semi;
1827;Thermalright TG;;ATX;gold;1200;Full;White
1828;In Win P75FII;;ATX;gold;750;false;Black / Yellow
1829;CoolMax ZX-600;;ATX;plus;600;false;
1830;Thermalright TB450S;;ATX;bronze;450;false;Black
1831;In Win IP-S300FF1-0;57.01;TFX;plus;300;false;
1832;Super Flower Leadex III ARGB Pro;189.99;ATX;gold;750;Full;Black
1833;Raidmax Vampire;;ATX;gold;900;Semi;
1834;Antec VP;;ATX;;600;false;
1835;FSP Group Raider S 750;;ATX;silver;750;false;
1836;LC-Power LC6450 V2.3;;ATX;bronze;450;false;Black
1837;Silverstone Strider;;ATX;bronze;400;false;
1838;Apevia ATX-VN500W;;ATX;;500;false;
1839;be quiet! Pure Power 10;;ATX;bronze;350;false;
1840;Antec VP650P;;ATX;;650;false;
1841;Rosewill Glacier 850M;;ATX;bronze;850;Semi;
1842;Super Flower Leadex Platinum;;ATX;platinum;750;Full;Black
1843;Silverstone Strider;;ATX;bronze;600;Full;
1844;Corsair CS550M;;ATX;gold;550;Semi;
1845;Zalman ZM1000-HP;;ATX;plus;1000;Full;
1846;Antec EDGE;;ATX;gold;750;Full;
1847;PC Power & Cooling Silencer MK III;;ATX;bronze;600;Semi;
