id;name;price;type;efficiency;wattage;modular;color
2773;CoolMax ZPG-1000B;;ATX;gold;1000;Semi;
2774;In Win Commander II;;ATX;bronze;750;Full;
2775;FSP Group Hydro PTM X PRO;;ATX;platinum;850;Full;Black
2776;LC-Power LC1000 V2.4;;ATX;platinum;1000;Full;Black
2777;LC-Power LC1200 V2.4;;ATX;platinum;1200;Full;Black
2778;Logisys PS480D-BK;;ATX;;480;false;
2779;Logisys PS575XBK;;ATX;;575;false;
2780;Antec High Current Pro;;ATX;gold;850;Semi;
2781;Thermaltake Toughpower DPS G;;ATX;gold;1050;Full;
2782;Topower TOP-1000WG;;ATX;gold;1000;false;
2783;In Win Glacier;;ATX;gold;900;Semi;
2784;Fractal Design Tesla R2;;ATX;gold;650;false;
2785;Fractal Design Integra R2;;ATX;bronze;650;false;
2786;BitFenix Fury;;ATX;gold;550;Semi;
2787;Inter-Tech Coba Nitrox Nobility;;ATX;silver;800;Semi;Black / Orange
2788;Inter-Tech Coba Nitrox Nobility;;ATX;silver;900;Semi;Black / Orange
2789;Thermaltake Toughpower DPS G;;ATX;gold;850;Full;
2790;Cyonic AU-650X;;ATX;gold;650;Full;
2791;Cyonic AU-450X;;ATX;gold;450;Full;
2792;Sentey SDP850-SS;;ATX;plus;850;false;
2793;Sentey GSP1000-SM;;ATX;gold;1000;Full;
2794;Sentey ERP-600-SS;;ATX;;600;false;
2795;Antec NeoECO Platinum;;ATX;platinum;650;Full;Black
2796;Azza PSAZ-1000A14;;ATX;bronze;1000;false;
2797;Cougar COUGAR-A760;;ATX;bronze;760;false;
2798;Thortech Thunderbolt;;ATX;gold;1000;Full;
2799;Enermax RevoBron;;ATX;bronze;500;Semi;Black
2800;Sparkle SPI300GLS-B204;;SFX;;300;false;
2801;Cougar COUGAR-PX700;;ATX;bronze;700;false;
2802;Xion XON-850P14F;;ATX;;850;false;
2803;Xion XON-1000P14F;;ATX;;1000;false;
2804;Apevia Astro;;ATX;;450;false;Black
2805;Diablotek PSUL575;;ATX;;575;false;
2806;XFX ProSeries;;ATX;bronze;450;false;
2807;Ultra X4 Special Edition;;ATX;bronze;850;Full;
2808;Super Flower Golden Green HX;;ATX;gold;450;false;
2809;Super Flower Leadex Gold;;ATX;gold;1000;Full;
2810;Super Flower Leadex Gold;;ATX;gold;650;Full;
2811;Thermaltake Toughpower;;ATX;silver;1000;Semi;
2812;Super Flower SF-1000F14MP White;;ATX;platinum;1000;Full;
2813;Thermaltake Toughpower DPS G;;ATX;gold;850;Full;
2814;be quiet! TFX Power 3 300;;TFX;bronze;300;false;Black
2815;SeaSonic SS-300TGW;;TFX;gold;300;false;
2816;FSP Group FSP300-60GHS-R;;SFX;plus;300;false;
2817;Cooler Master V550S;;ATX;gold;550;Semi;
2818;YEYIAN Thunder;;ATX;plus;500;false;Black
2819;Raidmax Vampire;;ATX;gold;1000;Semi;
2820;Corsair CX-600 V3;;ATX;bronze;600;false;
2821;Sparkle R-SPI700GHN;;ATX;plus;700;false;
2822;Enermax ENP550AWT B;;ATX;bronze;550;false;
2823;Enermax EPM850EWT;;ATX;platinum;850;Semi;
2824;Topower TOP-1000P12-ADJ;;ATX;;1000;Semi;
2825;Antec High Current Pro;;ATX;platinum;750;Full;
2826;Rosewill CAPSTONE-1000-M;;ATX;gold;1000;Semi;
2827;LEPA MaxPlatinum;;ATX;platinum;1050;Semi;Black
2828;Enermax REVOLUTION X't;;ATX;gold;530;Semi;
2829;Kingwin Lazer Platinum;;ATX;platinum;750;Semi;
2830;Kingwin KX-1000;;ATX;bronze;1000;Semi;
2831;Kingwin Lazer Gold;;ATX;gold;1300;Semi;
2832;Montech CENTURY MINI;;SFX;gold;650;Full;Black
2833;FirePower ZX;;ATX;gold;850;Full;
2834;FirePower ZT;;ATX;bronze;550;Full;
2835;Rosewill Glacier 1200M;;ATX;bronze;1200;Semi;
2836;Thortech Thunderbolt PLUS;;ATX;gold;1000;Full;
2837;Zalman ZM460B-APS;;ATX;;460;false;
2838;In Win Commander III;;ATX;gold;700;Semi;
2839;FSP Group AURUM CM GOLD 650;;ATX;gold;650;Semi;
2840;TUNIQ PSU-POT750-BK;;ATX;bronze;750;false;
2841;Zalman ZM600-HP;;ATX;;600;Full;
2842;Rosewill Capstone;;ATX;gold;550;false;
2843;Zalman 1250 Platinum;;ATX;platinum;1250;Semi;
2844;Thermaltake EVO_Blue;;ATX;gold;650;Semi;
2845;NZXT HALE90 V2;;ATX;gold;1200;Full;
2846;Rosewill Libertas;;ATX;bronze;800;Full;
2847;CoolMax ZP-750B;;ATX;bronze;750;Semi;
2848;NZXT HALE82N 650W;;ATX;bronze;650;false;
2849;NZXT HALE82N 750W;;ATX;bronze;750;false;
2850;Enermax RevoBron TGA;;ATX;bronze;500;Semi;Black
2851;Antec Basiq;;ATX;plus;430;false;
2852;Antec Signature;;ATX;bronze;850;Full;
2853;Apevia ATX-AS500W-BL;;ATX;;500;false;
2854;Thermaltake Toughpower DPS G;;ATX;platinum;1050;Full;
2855;Thermaltake Toughpower DPS G;;ATX;platinum;1050;Full;
2856;Apevia ATX-AS500W-GN;;ATX;;500;false;
2857;Apevia ATX-AS600W-BL;;ATX;;600;false;
2858;Apevia ATX-AS680W-BL;;ATX;;680;false;
2859;Apevia ATX-CW500WP4;;ATX;;500;false;
2860;Apevia ATX-IB680W-BL;;ATX;;680;false;
2861;In Win GreenMe 550;;ATX;bronze;550;false;
2862;Apevia ATX-TL450W-BK;;ATX;;450;false;
2863;Apex AL-A350ATX;;ATX;;350;false;
2864;HEC HP485D Retail;;ATX;;485;false;
2865;HEC HP585D;;ATX;;585;false;
2866;HEC X-Power Pro 650;;ATX;;650;false;
2867;HEC XPOWER585 OEM;;ATX;;585;false;
2868;HEC XPOWER585 RETAIL;;ATX;;585;false;
2869;HEC ZEPHYR650;;ATX;;650;false;
2870;HEC Zephyr MX-750;;ATX;bronze;750;false;
2871;Topower ZU-500W;;ATX;;500;false;
2872;CoolMax CA-300;;ATX;;300;false;
2873;CoolMax CA-350;;ATX;;350;false;
2874;CoolMax CA-400;;ATX;;400;false;
2875;CoolMax CA-450;;ATX;;450;false;
2876;CoolMax CT-450 (silver);;ATX;;450;false;
2877;CoolMax VL-600B;;ATX;;600;false;
2878;CoolMax MP-550B;;ATX;plus;550;false;
2879;CoolMax ZP-1000B;;ATX;bronze;1000;Semi;
2880;CoolMax CUL-650B;;ATX;;650;Semi;
2881;VisionTek 900349;;ATX;bronze;800;false;
2882;VisionTek 900488;;ATX;;550;Full;
2883;CoolMax CUL-850B;;ATX;;850;Semi;
2884;CoolMax CUQ-1350B;;ATX;plus;1350;false;
2885;CoolMax CX-400B;;ATX;;400;false;
2886;CoolMax CXI-600B;;ATX;;600;false;
2887;CoolMax NW-650B;;ATX;;650;false;
2888;Dynapower EJ-750A80;;ATX;bronze;750;Full;
2889;Dynapower EP-45X.0562B;;ATX;;450;false;
2890;Enermax ETK500AWT;;ATX;;500;false;
2891;Sparkle R-SPI750ACAG;;ATX;gold;750;false;
2892;Rosewill LP-6100C;;ATX;;300;false;
2893;Rosewill Stallion;;ATX;;450;false;
2894;Rosewill RV350-2;;ATX;;350;false;
2895;Rosewill RX850-S-B;;ATX;plus;850;false;
2896;Silverstone DA750;;ATX;;750;Full;
2897;Silverstone OP750;;ATX;;750;false;
2898;XClio STABLEPOWER GOLD 750W;;ATX;gold;750;Full;
2899;Silverstone Strider;;ATX;silver;850;Full;
2900;Sunbeam PSU-BKS580-US;;ATX;;580;false;
2901;Sunbeam PSU-COM680-BK-US;;ATX;;680;Full;
2902;Sunbeam PSU-ECO750-US-BL;;ATX;plus;750;false;
2903;Sunbeam PSU-H680-REV-US;;ATX;;680;false;
2904;Sunbeam PSU-H680-REV-US-BL;;ATX;;680;false;
2905;XFX P1-650X-CAH9;;ATX;bronze;650;Full;
2906;Thermaltake EVO_Blue;;ATX;;550;Full;
2907;Kingwin Lazer Platinum;;ATX;platinum;850;Semi;
2908;SeaSonic SS-350SFE;;SFX;plus;350;false;
2909;Enermax Platimax;;ATX;platinum;1000;Semi;Black
2910;Thermaltake Toughpower iRGB PLUS 850 Platinum;;ATX;platinum;850;Full;Black
2911;Rosewill Quark 1200;;ATX;platinum;1200;Full;
2912;Xion AXP-700K14XE;;ATX;bronze;700;Semi;
2913;Kingwin Lazer Platinum;;ATX;platinum;650;Semi;
2914;Silverstone Strider;;ATX;gold;750;Full;
2915;Sparkle R-SPI900GCM;;ATX;plus;900;Semi;
2916;Thortech Thunderbolt;;ATX;gold;1200;Full;
2917;Enermax RevoBron;;ATX;bronze;700;Semi;Black
2918;Kingwin AP-550;;ATX;platinum;550;false;
2919;FSP Group ATX400-PNT;;ATX;;400;false;
2920;Sparkle SCC-850AF;;ATX;gold;850;Semi;
2921;Sparkle SCC-750AF;;ATX;gold;750;Full;
2922;LEPA B550-SA;;ATX;bronze;550;false;
2923;E-Power EP-550P5-T1;;ATX;;550;Full;
2924;Cooler Master Elite;;ATX;;400;false;
2925;Topower ZU-450W;;ATX;;450;false;
2926;Sparkle FSP300THAR-MC;;ATX;;300;false;
2927;Topower ZU-400W12;;ATX;;400;false;
2928;FSP Group AU-1200PRO;;ATX;gold;1200;false;
2929;FSP Group AU-850PRO;;ATX;gold;850;false;
2930;Thermaltake W0328RU;;ATX;;350;false;
2931;E-Power EP-500NE-XV;;ATX;;500;false;
2932;Topower TOP-400W80;;ATX;plus;400;false;
2933;Sparkle GW-EPS1000DA;;ATX;gold;1000;Semi;
2934;Sparkle R-SPI700ACH5B;;ATX;silver;700;false;
2935;BFG EX-1000;;ATX;bronze;1000;Full;
2936;Sparkle R-SPI600ACH5B;;ATX;silver;600;false;
2937;CoolMax RM-1000B;;ATX;;1000;false;
2938;Enermax ETL550AWT-M;;ATX;bronze;550;Semi;
2939;Logisys PS550AC;;ATX;;550;false;
2940;Ultra LSP;;ATX;;550;false;
2941;Topower ZU-1050W;;ATX;;1050;false;
2942;CoolMax ZP-850B;;ATX;bronze;850;Semi;
2943;Silverstone Strider;;ATX;gold;850;Full;
2944;Rosewill SMG850;;ATX;gold;850;Full;Black
2945;Deepcool PN850D WH;;ATX;gold;850;Full;White
2946;Topower TOP-1200W;;ATX;plus;1200;Full;
2947;CoolMax V-600;;ATX;;600;false;
2948;Thermalright TB850S;;ATX;bronze;850;false;Black
2949;Athena Power AP-P4ATX55FEC;;ATX;;550;false;
2950;Athena Power AP-P4ATX35;;ATX;;350;false;
2951;Diablotek PHD750;;ATX;;750;false;
2952;Diablotek PSDA500;;ATX;;500;false;
2953;Diablotek PHD850;;ATX;;850;false;
2954;Diablotek PSDA400;;ATX;;400;false;
2955;Rosewill Fortress;;ATX;platinum;550;false;
2956;Apevia XG;;ATX;;450;false;
2957;Deepcool PN650M WH;;ATX;gold;650;Full;White
2958;Deepcool PN750M WH;;ATX;gold;750;Full;White
2959;Xion XON-1100P14HE;;ATX;;1100;false;
2960;Xion AXP-850R14N;;ATX;;850;false;
2961;Xion XON-800R14N;;ATX;;800;Full;
2962;StarTech ATXPW550PRO2;;ATX;;550;false;
2963;XClio GreatPower;;ATX;plus;600;Full;
2964;XClio DIAMONDPOWER 1080W;;ATX;;1080;false;
2965;StarTech ATX2POWER400;;ATX;;400;false;
2966;StarTech ATXPOW350PRO;;ATX;;350;false;
2967;StarTech ATX2POWER530;;ATX;bronze;530;false;
2968;StarTech ATX2PW400PRO;;ATX;;400;false;
2969;StarTech ATX2POW400HS;;ATX;;400;false;
2970;StarTech ATX2PW530PRO;;ATX;bronze;530;false;
2971;Xion AXP-700W14FG;;ATX;gold;700;Full;
2972;Xion AXP-1000R14HE;;ATX;bronze;1000;Full;
2973;StarTech ATX2POW500HS;;ATX;;500;false;
2974;StarTech ATX2POW450HS;;ATX;;450;false;
2975;StarTech ATX2PW550PRO;;ATX;;550;false;
2976;Fractal Design Newton R3;;ATX;platinum;1000;Semi;
2977;CoolMax CUQ-1200B;;ATX;plus;1200;false;
2978;CoolMax CX-550B;;ATX;;550;false;
2979;CoolMax RM-750B;;ATX;;750;false;
2980;Apevia ATX-AS680W-BK;;ATX;;680;false;
2981;CoolMax CU-700B;;ATX;;700;Semi;
2982;CoolMax CUL-950B;;ATX;;950;Semi;
2983;XClio GreatPower;;ATX;plus;550;Full;
2984;XClio STABLEPOWER 460W;;ATX;;460;false;
2985;XClio GreatPower;;ATX;plus;650;Full;
2986;Sentey MBP HM;;ATX;bronze;1000;Semi;Black
2987;KOLINK KL-700M;;ATX;bronze;700;Semi;Black
2988;XClio STABLEPOWER 500W;;ATX;;500;false;
2989;XFX P1-850X-XXB9;;ATX;bronze;850;Semi;
2990;OCZ EliteXStream;;ATX;plus;1000;false;
2991;OCZ EliteXStream;;ATX;plus;800;false;
2992;Kingwin ABT-450MM;;ATX;;450;false;
2993;PC Power & Cooling S47ATX-B;;ATX;;470;false;
2994;PC Power & Cooling S75CF-B;;ATX;plus;750;false;
2995;PC Power & Cooling S61EPS-B;;ATX;plus;610;false;
2996;PC Power & Cooling PPCT860;;ATX;plus;860;false;
2997;Kingwin Lazer;;ATX;bronze;850;Semi;
2998;Kingwin Lazer Gold;;ATX;gold;550;Full;
2999;Kingwin Lazer Gold;;ATX;gold;1000;Full;
3000;Kingwin ABT-730MM;;ATX;;730;false;
3001;Kingwin Lazer Gold;;ATX;gold;700;Full;
3002;Kingwin MK;;ATX;;850;false;
3003;Kingwin MK;;ATX;;650;false;
3004;Kingwin MK;;ATX;;750;false;
3005;Kingwin MK;;ATX;;1000;false;
3006;Kingwin MKX;;ATX;;850;Semi;
3007;XFX P1-850S-CAB9;;ATX;bronze;850;false;
3008;XFX P1-650S-CAB9;;ATX;bronze;650;false;
3009;Sparkle Magna GOLD PRO;;ATX;gold;850;Semi;
3010;Silverstone Strider;;ATX;gold;850;Semi;
3011;In Win IP-P300BN7-2;;ATX;plus;300;false;
3012;XClio GreatPower;;ATX;plus;500;Full;
3013;FSP Group SAGA+ 500R;;ATX;;500;false;
3014;FSP Group SAGA+ 450R;;ATX;;450;false;
3015;FSP Group SAGA+ 400R;;ATX;;400;false;
3016;CoolMax ZPG-500B;;ATX;gold;500;false;
3017;Noua Hyper ZR55;;ATX;bronze;550;false;Black
3018;Broadway Com Corp OKIA-BLACK-550;;ATX;;550;false;
3019;Silverstone Strider;;ATX;gold;1000;Full;
3020;Broadway Com Corp OKIA-BLACK-600;;ATX;;600;false;
3021;Broadway Com Corp P4-OKIA-550-RB;;ATX;;550;false;
3022;XClio GreatPower;;ATX;plus;850;Full;
3023;PC Power & Cooling PPCT1200ESA;;ATX;;1200;false;
3024;Enermax ENM750AWT;;ATX;bronze;750;Semi;
3025;Rosewill PMG650;;ATX;gold;650;Full;Black
3026;Rosewill PMG850;;ATX;gold;850;Full;Black
3027;Kingwin Lazer Platinum;;ATX;platinum;550;Semi;
3028;Enermax EGX850EWL;;ATX;plus;850;Full;
3029;Sunbeam PSU-HUSH580-US-BL;;ATX;;580;false;
3030;ADATA XPG Core Reactor II VE;;ATX;gold;650;Full;
3031;ADATA XPG Core Reactor II VE;;ATX;gold;750;Full;
3032;FSP Group VITA-650GM;;ATX;gold;650;Full;Black
3033;FSP Group VITA-650GM;;ATX;gold;650;Full;White
3034;FSP Group VITA-750GM;;ATX;gold;750;Full;Black
3035;FSP Group VITA-750GM;;ATX;gold;750;Full;White
3036;FSP Group VITA-850GM;;ATX;gold;850;Full;White
3037;RIOTORO ENIGMA 850;;ATX;gold;850;Semi;
3038;Silverstone Strider;;ATX;silver;500;false;
3039;BitFenix BFG GOLD;;ATX;gold;550;Full;Black
3040;BitFenix BFG GOLD ATX3.0;;ATX;gold;1000;Full;Black
3041;XClio Goodpower 550W;;ATX;bronze;550;Full;
3042;Silverstone DA1000R;;ATX;gold;1000;Full;White
3043;Sparkle Magna;;ATX;bronze;1200;Semi;
3044;Kingwin Lazer;;ATX;;660;Full;
3045;Rosewill Capstone G1200;;ATX;gold;1200;Semi;
3046;Rosewill Capstone G1000;;ATX;gold;1000;Semi;
3047;Solid Gear SDGR-900E;;ATX;;900;false;
3048;LEPA MaxGold;;ATX;gold;500;false;
3049;LEPA MaxBron;;ATX;bronze;800;Semi;
3050;LEPA MaxGold;;ATX;gold;600;false;
3051;Thermaltake Toughpower;;ATX;silver;1200;Semi;
3052;Sparkle R-SPI1000GCM;;ATX;plus;1000;Semi;
3053;CoolMax ZPG-1200B;;ATX;gold;1200;Semi;
3054;FSP Group PT850FM;;ATX;platinum;850;Full;
3055;Cooler Master VSM;;ATX;gold;550;Semi;
3056;Logisys PS480X2;;ATX;;480;false;
3057;Rosewill PMG550;;ATX;gold;550;Full;Black
3058;Topower TOP-650PM;;ATX;;650;false;
3059;Topower GAPS-500LX;;ATX;;500;false;
3060;Topower GAPS-500MX;;ATX;;500;Full;
3061;Topower TOP-500PM;;ATX;;500;false;
3062;Xion EN-600F12;;ATX;;600;false;
3063;Thermaltake Toughpower Grand;;ATX;gold;1050;Full;
3064;Thermaltake Toughpower Grand;;ATX;gold;1200;Full;
3065;LEPA G1000-MB;;ATX;gold;1000;Full;
3066;Topower ZU-550W;;ATX;;550;false;
3067;Fractal Design Tesla R2;;ATX;gold;650;false;
3068;Fractal Design Tesla R2;;ATX;gold;500;false;
3069;BitFenix Fury;;ATX;gold;650;Semi;
3070;Mistel MX550 FANLESS;;ATX;gold;550;Full;Black
3071;Fractal Design Tesla R2;;ATX;gold;650;false;
3072;HEC Zephyr 700 CM;;ATX;plus;700;Semi;
3073;Cyonic AU-550X;;ATX;gold;550;Full;
3074;Sentey ERP-600-SM;;ATX;;600;Full;
3075;Sentey SDP750-SS;;ATX;plus;750;false;
3076;Sentey GSP750-SM;;ATX;gold;750;Full;
3077;Sentey GSP850-SM;;ATX;gold;850;Full;
3078;Sentey ERP-400-SS;;ATX;;400;false;
3079;Sentey ERP-500-SMR;;ATX;;500;Full;
3080;Linkworld LPG8 630w;;ATX;;630;false;
3081;Cougar COUGAR-700CMX;;ATX;bronze;700;false;
3082;Sparkle SPI300T8AB-B204;;TFX;bronze;300;false;
3083;Cougar COUGAR-SX850;;ATX;silver;850;Full;
3084;Topower TOP-900W;;ATX;plus;900;Full;
3085;Cooler Master New GX;;ATX;bronze;450;false;
3086;LEPA B550-MB;;ATX;bronze;550;Semi;
3087;Super Flower Amazon;;ATX;bronze;550;false;
3088;Super Flower Leadex Gold;;ATX;gold;850;Full;
3089;XFX P1-550S-XXBA;;ATX;bronze;550;false;
