id;name;price;core_count;core_clock;boost_clock;tdp;graphics;smt;socket
2539;Xeon E5-2660;;8;2.2;3;95;;t;LGA 2011
2637;Xeon E5-2609;;4;2.4;;80;;f;LGA 2011
128;Core i7-3770;95;4;3.4;;77;HD Graphics 4000;t;LGA 2011
145;Core i5-3470;59;4;3.2;;77;HD Graphics 2500;f;LGA 2011
157;Core i7-3770K;175;4;3.5;;77;HD Graphics 4000;t;LGA 2011
199;Core i5-2400;;4;3.1;;95;HD Graphics 2000;f;LGA 2011
201;Core i7-2600;188.49;4;3.4;;95;HD Graphics 2000;t;LGA 2011
209;Core i7-2600K;85;4;3.4;;95;HD Graphics 3000;t;LGA 1155
210;Core i5-3570K;116.49;4;3.4;;77;HD Graphics 4000;f;LGA 1155
218;Core i5-3570;;4;3.4;;77;HD Graphics 2500;f;LGA 1155
227;Core i5-2500K;;4;3.3;;95;HD Graphics 3000;f;LGA 1155
228;Pentium G640;30;2;2.8;;65;HD Graphics;f;LGA 1155
263;Core i7-2700K;89;4;3.5;;95;HD Graphics 3000;t;LGA 1155
284;Core i5-2500;;4;3.3;;95;HD Graphics 2000;f;LGA 1155
285;Core i3-2100;49;2;3.1;;65;HD Graphics 2000;t;LGA 1155
295;Core i3-3220;;2;3.3;;55;HD Graphics 2500;t;LGA 1155
313;Core i3-2120;150.59;2;3.3;;65;HD Graphics 2000;t;LGA 1155
319;Core i5-3470S;50;4;2.9;;65;HD Graphics 2500;f;LGA 1155
325;Pentium G2020;34.99;2;2.9;;55;HD Graphics;f;LGA 1155
336;Core i5-3330;;4;3;;77;HD Graphics 2500;f;LGA 1155
340;Core i5-3450;59;4;3.1;;77;HD Graphics 2500;f;LGA 1155
358;Core i5-3350P;;4;3.1;;69;;f;LGA 1155
382;Core i3-3240;106.51;2;3.4;;55;HD Graphics 2500;t;LGA 1155
392;Core i7-3770S;;4;3.1;;65;HD Graphics 4000;t;LGA 1155
413;Core i5-2320;;4;3;;95;HD Graphics 2000;f;LGA 1155
415;Core i5-3550;335;4;3.3;;77;HD Graphics 2500;f;LGA 1155
423;Core i3-3250;57.65;2;3.5;;55;HD Graphics 2500;t;LGA 1155
424;Core i5-2400S;70;4;2.5;;65;HD Graphics 2000;f;LGA 1155
509;Celeron G1610;37;2;2.6;;55;HD Graphics;f;LGA 1155
518;Core i5-2300;;4;2.8;;95;HD Graphics 2000;f;LGA 1155
539;Core i7-2600S;235;4;2.8;;65;HD Graphics 2000;t;LGA 1155
542;Core i5-2310;;4;2.9;;95;HD Graphics 2000;f;LGA 1155
552;Pentium G2030;;2;3;;55;HD Graphics;f;LGA 1155
568;Celeron G440;;1;1.6;;35;HD Graphics;f;LGA 1155
578;Core i3-3210;70;2;3.2;;55;HD Graphics 2500;t;LGA 1155
600;Celeron G530;41.86;2;2.4;;65;HD Graphics;f;LGA 1155
623;Pentium G630;37.49;2;2.7;;65;HD Graphics;f;LGA 1155
637;Core i3-2130;;2;3.4;;65;HD Graphics 2000;t;LGA 1155
638;Core i5-2550K;;4;3.4;;95;;f;LGA 1155
644;Core i5-3330S;149.94;4;2.7;3.2;65;HD Graphics 2500;f;LGA 1155
648;Core i5-3450S;95;4;2.8;;65;HD Graphics 2500;f;LGA 1155
650;Core i5-3340;278.02;4;3.1;3.3;77;HD Graphics 2500;f;LGA 1155
655;Core i5-3570S;;4;3.1;3.8;65;HD Graphics 2500;f;LGA 1155
657;Core i5-3570;;4;3.4;;77;HD Graphics 2500;f;LGA 1155
681;Core i7-3770T;;4;2.5;3.7;45;HD Graphics 4000;t;LGA 1155
686;Xeon E3-1275;376.99;4;3.4;;95;HD Graphics;t;LGA 1155
691;Pentium G620;;2;2.6;;65;HD Graphics;f;LGA 1155
693;Core i3-3225;;2;3.3;;55;HD Graphics 4000;t;LGA 1155
719;Core i3-2120T;60;2;2.6;;35;HD Graphics 2000;t;LGA 1155
720;Core i3-2105;60;2;3.1;;65;HD Graphics 3000;t;LGA 1155
727;Pentium G645;70;2;2.9;;65;HD Graphics 2500;f;LGA 1155
752;Core i3-3220T;80;2;2.8;;35;HD Graphics 2500;t;LGA 1155
755;Core i3-3240;;2;3.4;;55;HD Graphics 2500;t;LGA 1155
813;Pentium G840;;2;2.8;;65;HD Graphics;f;LGA 1155
816;Xeon E3-1230;;4;3.2;;80;;t;LGA 1155
835;Core i3-2125;152;2;3.3;;65;HD Graphics 3000;t;LGA 1155
854;Pentium G640T;84.88;2;2.4;;35;HD Graphics;f;LGA 1155
857;Xeon E3-1235;219;4;3.2;;95;HD Graphics;t;LGA 1155
858;Xeon E3-1245;245;4;3.3;;95;HD Graphics;t;LGA 1155
879;Celeron G540;69.98;2;2.5;;65;HD Graphics;f;LGA 1155
889;Core i5-2405S;;4;2.5;;65;HD Graphics 3000;f;LGA 1155
910;Xeon E3-1220;115;4;3.1;;80;;f;LGA 1155
921;Pentium G2120;52;2;3.1;;55;HD Graphics;f;LGA 1155
922;Xeon E3-1240;;4;3.3;;80;;t;LGA 1155
961;Pentium G850;;2;2.9;;65;HD Graphics;f;LGA 1155
965;Pentium G2130;;2;3.2;;55;HD Graphics;f;LGA 1155
1014;Core i3-2100T;;2;2.5;;35;HD Graphics 2000;t;LGA 1155
1017;Pentium G630T;75;2;2.3;;35;HD Graphics;f;LGA 1155
1018;Pentium G870;77;2;3.1;;65;HD Graphics;f;LGA 1155
1020;Xeon E3-1270;;4;3.4;;80;;t;LGA 1155
1021;Xeon E3-1280;;4;3.5;;95;;t;LGA 1155
1022;Xeon E3-1280;;4;3.5;;95;;t;LGA 1155
1024;Pentium G2010;;2;2.8;;55;HD Graphics;f;LGA 1155
1062;Core i5-3550S;;4;3;3.7;65;HD Graphics 2500;f;LGA 1155
1114;Core i5-2450P;;4;3.2;;95;;f;LGA 1155
1117;Celeron G465;;2;1.9;;35;HD Graphics;f;LGA 1155
1118;Xeon E3-1225;;4;3.1;;95;HD Graphics;f;LGA 1155
1119;Xeon E3-1270;;4;3.4;;80;;t;LGA 1155
1121;Celeron G1620;;2;2.7;;55;HD Graphics;f;LGA 1155
1122;Celeron G1630;;2;2.8;;55;HD Graphics;f;LGA 1155
1232;Pentium G860;;2;3;;65;HD Graphics;f;LGA 1155
1235;Celeron G555;;2;2.7;;65;HD Graphics;f;LGA 1155
1346;Pentium G620T;;2;2.2;;35;HD Graphics;f;LGA 1155
1501;Core i7-3770;95;4;3.4;;77;HD Graphics 4000;t;LGA 1155
1518;Core i5-3470;59;4;3.2;;77;HD Graphics 2500;f;LGA 1155
1530;Core i7-3770K;175;4;3.5;;77;HD Graphics 4000;t;LGA 1155
1572;Core i5-2400;;4;3.1;;95;HD Graphics 2000;f;LGA 1155
1574;Core i7-2600;188.49;4;3.4;;95;HD Graphics 2000;t;LGA 1155
1582;Core i7-2600K;85;4;3.4;;95;HD Graphics 3000;t;LGA 1155
1583;Core i5-3570K;116.49;4;3.4;;77;HD Graphics 4000;f;LGA 1155
1591;Core i5-3570;;4;3.4;;77;HD Graphics 2500;f;LGA 1155
1600;Core i5-2500K;;4;3.3;;95;HD Graphics 3000;f;LGA 1155
1601;Pentium G640;30;2;2.8;;65;HD Graphics;f;LGA 1155
1636;Core i7-2700K;89;4;3.5;;95;HD Graphics 3000;t;LGA 1155
1657;Core i5-2500;;4;3.3;;95;HD Graphics 2000;f;LGA 1155
1658;Core i3-2100;49;2;3.1;;65;HD Graphics 2000;t;LGA 1155
1668;Core i3-3220;;2;3.3;;55;HD Graphics 2500;t;LGA 1155
1686;Core i3-2120;150.59;2;3.3;;65;HD Graphics 2000;t;LGA 1155
1692;Core i5-3470S;50;4;2.9;;65;HD Graphics 2500;f;LGA 1155
1698;Pentium G2020;34.99;2;2.9;;55;HD Graphics;f;LGA 1155
1709;Core i5-3330;;4;3;;77;HD Graphics 2500;f;LGA 1155
1713;Core i5-3450;59;4;3.1;;77;HD Graphics 2500;f;LGA 1155
1731;Core i5-3350P;;4;3.1;;69;;f;LGA 1155
1755;Core i3-3240;106.51;2;3.4;;55;HD Graphics 2500;t;LGA 1155
1765;Core i7-3770S;;4;3.1;;65;HD Graphics 4000;t;LGA 1155
1786;Core i5-2320;;4;3;;95;HD Graphics 2000;f;LGA 1155
1788;Core i5-3550;335;4;3.3;;77;HD Graphics 2500;f;LGA 1155
1796;Core i3-3250;57.65;2;3.5;;55;HD Graphics 2500;t;LGA 1155
1797;Core i5-2400S;70;4;2.5;;65;HD Graphics 2000;f;LGA 1155
1882;Celeron G1610;37;2;2.6;;55;HD Graphics;f;LGA 1155
1891;Core i5-2300;;4;2.8;;95;HD Graphics 2000;f;LGA 1155
1912;Core i7-2600S;235;4;2.8;;65;HD Graphics 2000;t;LGA 1155
1915;Core i5-2310;;4;2.9;;95;HD Graphics 2000;f;LGA 1155
1925;Pentium G2030;;2;3;;55;HD Graphics;f;LGA 1155
1941;Celeron G440;;1;1.6;;35;HD Graphics;f;LGA 1155
1951;Core i3-3210;70;2;3.2;;55;HD Graphics 2500;t;LGA 1155
1973;Celeron G530;41.86;2;2.4;;65;HD Graphics;f;LGA 1155
1996;Pentium G630;37.49;2;2.7;;65;HD Graphics;f;LGA 1155
2010;Core i3-2130;;2;3.4;;65;HD Graphics 2000;t;LGA 1155
2011;Core i5-2550K;;4;3.4;;95;;f;LGA 1155
2017;Core i5-3330S;149.94;4;2.7;3.2;65;HD Graphics 2500;f;LGA 1155
2021;Core i5-3450S;95;4;2.8;;65;HD Graphics 2500;f;LGA 1155
2023;Core i5-3340;278.02;4;3.1;3.3;77;HD Graphics 2500;f;LGA 1155
2028;Core i5-3570S;;4;3.1;3.8;65;HD Graphics 2500;f;LGA 1155
2030;Core i5-3570;;4;3.4;;77;HD Graphics 2500;f;LGA 1155
2054;Core i7-3770T;;4;2.5;3.7;45;HD Graphics 4000;t;LGA 1155
2059;Xeon E3-1275;376.99;4;3.4;;95;HD Graphics;t;LGA 1155
2064;Pentium G620;;2;2.6;;65;HD Graphics;f;LGA 1155
2066;Core i3-3225;;2;3.3;;55;HD Graphics 4000;t;LGA 1155
2092;Core i3-2120T;60;2;2.6;;35;HD Graphics 2000;t;LGA 1155
2093;Core i3-2105;60;2;3.1;;65;HD Graphics 3000;t;LGA 1155
2100;Pentium G645;70;2;2.9;;65;HD Graphics 2500;f;LGA 1155
2125;Core i3-3220T;80;2;2.8;;35;HD Graphics 2500;t;LGA 1155
2128;Core i3-3240;;2;3.4;;55;HD Graphics 2500;t;LGA 1155
2186;Pentium G840;;2;2.8;;65;HD Graphics;f;LGA 1155
2189;Xeon E3-1230;;4;3.2;;80;;t;LGA 1155
2208;Core i3-2125;152;2;3.3;;65;HD Graphics 3000;t;LGA 1155
2227;Pentium G640T;84.88;2;2.4;;35;HD Graphics;f;LGA 1155
2230;Xeon E3-1235;219;4;3.2;;95;HD Graphics;t;LGA 1155
2231;Xeon E3-1245;245;4;3.3;;95;HD Graphics;t;LGA 1155
2252;Celeron G540;69.98;2;2.5;;65;HD Graphics;f;LGA 1155
2262;Core i5-2405S;;4;2.5;;65;HD Graphics 3000;f;LGA 1155
2283;Xeon E3-1220;115;4;3.1;;80;;f;LGA 1155
2294;Pentium G2120;52;2;3.1;;55;HD Graphics;f;LGA 1155
2334;Pentium G850;;2;2.9;;65;HD Graphics;f;LGA 1155
2338;Pentium G2130;;2;3.2;;55;HD Graphics;f;LGA 1155
2387;Core i3-2100T;;2;2.5;;35;HD Graphics 2000;t;LGA 1155
2390;Pentium G630T;75;2;2.3;;35;HD Graphics;f;LGA 1155
2391;Pentium G870;77;2;3.1;;65;HD Graphics;f;LGA 1155
2393;Xeon E3-1270;;4;3.4;;80;;t;LGA 1155
2394;Xeon E3-1280;;4;3.5;;95;;t;LGA 1155
2395;Xeon E3-1280;;4;3.5;;95;;t;LGA 1155
2397;Pentium G2010;;2;2.8;;55;HD Graphics;f;LGA 1155
2435;Core i5-3550S;;4;3;3.7;65;HD Graphics 2500;f;LGA 1155
2487;Core i5-2450P;;4;3.2;;95;;f;LGA 1155
2490;Celeron G465;;2;1.9;;35;HD Graphics;f;LGA 1155
2491;Xeon E3-1225;;4;3.1;;95;HD Graphics;f;LGA 1155
2492;Xeon E3-1270;;4;3.4;;80;;t;LGA 1155
2494;Celeron G1620;;2;2.7;;55;HD Graphics;f;LGA 1155
2495;Celeron G1630;;2;2.8;;55;HD Graphics;f;LGA 1155
2605;Pentium G860;;2;3;;65;HD Graphics;f;LGA 1155
2608;Celeron G555;;2;2.7;;65;HD Graphics;f;LGA 1155
2719;Pentium G620T;;2;2.2;;35;HD Graphics;f;LGA 1155
606;Opteron 6378;;16;2.4;3.3;115;;f;LGA 1155
865;Opteron 6378;;16;2.4;3.3;115;;f;LGA 1155
2238;Opteron 6378;;16;2.4;3.3;115;;f;LGA 1155
217;Athlon II X2 240;29.48;2;2.8;;65;;f;LGA 1155
373;Athlon II X4 640;57.01;4;3;;95;;f;LGA 1155
495;Phenom II X4 955;;4;3.2;;125;;f;G34
547;Phenom II X4 820;56.64;4;2.8;;95;;f;G34
592;Phenom II X4 945;;4;3;;125;;f;G34
612;Phenom II X6 1055T;;6;2.8;;125;;f;AM3
614;Athlon II X2 250;;2;3;;65;;f;AM3
632;Athlon II X4 630;52.6;4;2.8;;95;;f;AM3
646;Athlon II X4 640;74.79;4;3;;95;;f;AM3
672;Athlon II X4 620;59.49;4;2.6;;95;;f;AM3
692;Phenom II X6 1045T;;6;2.7;;95;;f;AM3
708;Sempron 140;;1;2.7;;45;;f;AM3
741;Phenom II X4 975;168.02;4;3.6;;125;;f;AM3
749;Athlon II X3 455;;3;3.3;;95;;f;AM3
750;Phenom II X4 840;;4;3.2;;95;;f;AM3
780;Athlon II X4 635;58.02;4;2.9;;95;;f;AM3
787;Phenom II X4 830;55.05;4;2.8;;95;;f;AM3
812;Phenom II X6 1075T;;6;3;;95;;f;AM3
843;Phenom II X4 810;;4;2.6;;95;;f;AM3
851;Phenom II X4 965;;4;3.4;;125;;f;AM3
852;Athlon II X2 270;;2;3.4;;65;;f;AM3
864;Sempron 150;;1;2.9;;45;;f;AM3
882;Phenom II X3 720;;3;2.8;;95;;f;AM3
888;Sempron 145;;1;2.8;;45;;f;AM3
914;Phenom II X4 925;;4;2.8;;95;;f;AM3
919;Athlon II X4 645;;4;3.1;;95;;f;AM3
920;Athlon II X3 450;;3;3.2;;95;;f;AM3
941;Phenom II X6 1035T;;6;2.6;;95;;f;AM3
946;Athlon II X2 255;;2;3.1;;65;;f;AM3
949;Phenom II X2 545;;2;3;;80;;f;AM3
951;Athlon II X4 635;;4;2.9;;95;;f;AM3
980;Phenom II X6 1065T;;6;2.7;;95;;f;AM3
994;Athlon II X2 215;;2;2.7;;65;;f;AM3
995;Athlon II X2 260;;2;3.2;;65;;f;AM3
997;Athlon II X3 425;;3;2.7;;95;;f;AM3
999;Athlon II X4 630;;4;2.8;;95;;f;AM3
1000;Phenom II X6 1055T;;6;2.8;;125;;f;AM3
1001;Phenom II X3 705e;;3;2.5;;65;;f;AM3
1002;Phenom II X4 905e;;4;2.5;;65;;f;AM3
1003;Phenom II X4 910e;;4;2.6;;65;;f;AM3
1028;Sempron 145;;1;2.8;;45;;f;AM3
1047;Phenom II X6 1065T;;6;2.7;;95;;f;AM3
1071;Athlon II X4 620;;4;2.6;;95;;f;AM3
1075;Athlon II X2 220;;2;2.8;;65;;f;AM3
1076;Athlon II X2 240;;2;2.8;;65;;f;AM3
1077;Athlon II X3 435;;3;2.9;;95;;f;AM3
1078;Athlon II X3 440;;3;3;;95;;f;AM3
1079;Athlon II X3 445;;3;3.1;;95;;f;AM3
1080;Phenom II X4 920;;4;2.8;;125;;f;AM3
1081;Phenom II X4 925;;4;2.8;;95;;f;AM3
1082;Athlon II X2 250u;;2;1.6;;25;;f;AM3
1083;Athlon II X3 400e;;3;2.2;;45;;f;AM3
1084;Athlon II X3 415e;;3;2.5;;45;;f;AM3
1106;Athlon II X4 610e;;4;2.4;;45;;f;AM3
1108;Phenom II X4 840;;4;3.2;;95;;f;AM3
1109;Sempron 130;;1;2.6;;45;;f;AM3
1112;Athlon II X4 645;;4;3.1;;95;;f;AM3
1115;Athlon II X2 260;;2;3.2;;65;;f;AM3
1175;Athlon II X2 250;;2;3;;65;;f;AM3
1177;Athlon II X3 435;;3;2.9;;95;;f;AM3
1178;Athlon II X3 440;;3;3;;95;;f;AM3
1179;Phenom II X2 550;;2;3.1;;80;;f;AM3
1180;Athlon II X4 635;;4;2.9;;95;;f;AM3
1181;Phenom II X4 945;;4;3;;125;;f;AM3
1182;Phenom II X4 945;;4;3;;125;;f;AM3
1183;Athlon II X2 235e;;2;2.7;;45;;f;AM3
1184;Athlon II X2 240e;;2;2.8;;45;;f;AM3
1185;Athlon II X2 245e;;2;2.9;;45;;f;AM3
1186;Athlon II X3 405e;;3;2.3;;45;;f;AM3
1221;Athlon II X4 630;;4;2.8;;95;;f;AM3
1222;Athlon II X2 265;;2;3.2;;65;;f;AM3
1225;Phenom II X2 545;;2;3;;80;;f;AM3
1227;Phenom II X4 955;;4;3.2;;125;;f;AM3
1228;Phenom II X4 955;;4;3.2;;125;;f;AM3
1229;Athlon II X4 630;;4;2.8;;95;;f;AM3
1230;Sempron 130;;1;2.6;;45;;f;AM3
1234;Athlon II X2 250;;2;3;;65;;f;AM3
1292;Athlon II X2 245;;2;2.9;;65;;f;AM3
1294;Phenom II X3 710;;3;2.6;;95;;f;AM3
1295;Phenom II X4 805;;4;2.5;;95;;f;AM3
1296;Phenom II X4 910;;4;2.6;;95;;f;AM3
1297;Athlon II X2 260u;;2;1.8;;25;;f;AM3
1298;Athlon II X3 405e;;3;2.3;;45;;f;AM3
1299;Athlon II X4 600e;;4;2.2;;45;;f;AM3
1300;Athlon II X4 605e;;4;2.3;;45;;f;AM3
1301;Athlon II X4 610e;;4;2.4;;45;;f;AM3
1335;Athlon II X2 255;;2;3.1;;65;;f;AM3
1336;Athlon II X3 425;;3;2.7;;95;;f;AM3
1339;Phenom II X4 975;;4;3.6;;125;;f;AM3
1340;Athlon II X2 245;;2;2.9;;65;;f;AM3
1341;Athlon II X2 245;;2;2.9;;65;;f;AM3
1342;Phenom II X4 925;;4;2.8;;95;;f;AM3
1344;Athlon II X3 460;;3;3.4;;95;;f;AM3
1345;Athlon II X3 440;;3;3;;95;;f;AM3
1347;Phenom II X4 970;;4;3.5;;125;;f;AM3
1590;Athlon II X2 240;29.48;2;2.8;;65;;f;AM3
1746;Athlon II X4 640;57.01;4;3;;95;;f;AM3
1868;Phenom II X4 955;;4;3.2;;125;;f;AM3
1920;Phenom II X4 820;56.64;4;2.8;;95;;f;AM3
1965;Phenom II X4 945;;4;3;;125;;f;AM3
1985;Phenom II X6 1055T;;6;2.8;;125;;f;AM3
1987;Athlon II X2 250;;2;3;;65;;f;AM3
2005;Athlon II X4 630;52.6;4;2.8;;95;;f;AM3
2019;Athlon II X4 640;74.79;4;3;;95;;f;AM3
2045;Athlon II X4 620;59.49;4;2.6;;95;;f;AM3
2065;Phenom II X6 1045T;;6;2.7;;95;;f;AM3
2081;Sempron 140;;1;2.7;;45;;f;AM3
2114;Phenom II X4 975;168.02;4;3.6;;125;;f;AM3
2122;Athlon II X3 455;;3;3.3;;95;;f;AM3
2123;Phenom II X4 840;;4;3.2;;95;;f;AM3
2153;Athlon II X4 635;58.02;4;2.9;;95;;f;AM3
2160;Phenom II X4 830;55.05;4;2.8;;95;;f;AM3
2185;Phenom II X6 1075T;;6;3;;95;;f;AM3
2216;Phenom II X4 810;;4;2.6;;95;;f;AM3
2224;Phenom II X4 965;;4;3.4;;125;;f;AM3
2225;Athlon II X2 270;;2;3.4;;65;;f;AM3
2237;Sempron 150;;1;2.9;;45;;f;AM3
2261;Sempron 145;;1;2.8;;45;;f;AM3
2287;Phenom II X4 925;;4;2.8;;95;;f;AM3
2292;Athlon II X4 645;;4;3.1;;95;;f;AM3
2293;Athlon II X3 450;;3;3.2;;95;;f;AM3
2314;Phenom II X6 1035T;;6;2.6;;95;;f;AM3
2319;Athlon II X2 255;;2;3.1;;65;;f;AM3
2322;Phenom II X2 545;;2;3;;80;;f;AM3
2324;Athlon II X4 635;;4;2.9;;95;;f;AM3
2353;Phenom II X6 1065T;;6;2.7;;95;;f;AM3
2367;Athlon II X2 215;;2;2.7;;65;;f;AM3
2368;Athlon II X2 260;;2;3.2;;65;;f;AM3
2370;Athlon II X3 425;;3;2.7;;95;;f;AM3
2372;Athlon II X4 630;;4;2.8;;95;;f;AM3
2373;Phenom II X6 1055T;;6;2.8;;125;;f;AM3
2374;Phenom II X3 705e;;3;2.5;;65;;f;AM3
2375;Phenom II X4 905e;;4;2.5;;65;;f;AM3
2376;Phenom II X4 910e;;4;2.6;;65;;f;AM3
2401;Sempron 145;;1;2.8;;45;;f;AM3
2420;Phenom II X6 1065T;;6;2.7;;95;;f;AM3
2444;Athlon II X4 620;;4;2.6;;95;;f;AM3
2448;Athlon II X2 220;;2;2.8;;65;;f;AM3
2449;Athlon II X2 240;;2;2.8;;65;;f;AM3
2450;Athlon II X3 435;;3;2.9;;95;;f;AM3
2451;Athlon II X3 440;;3;3;;95;;f;AM3
2452;Athlon II X3 445;;3;3.1;;95;;f;AM3
2453;Phenom II X4 920;;4;2.8;;125;;f;AM3
2454;Phenom II X4 925;;4;2.8;;95;;f;AM3
2455;Athlon II X2 250u;;2;1.6;;25;;f;AM3
2456;Athlon II X3 400e;;3;2.2;;45;;f;AM3
2457;Athlon II X3 415e;;3;2.5;;45;;f;AM3
2479;Athlon II X4 610e;;4;2.4;;45;;f;AM3
2481;Phenom II X4 840;;4;3.2;;95;;f;AM3
2482;Sempron 130;;1;2.6;;45;;f;AM3
2485;Athlon II X4 645;;4;3.1;;95;;f;AM3
2488;Athlon II X2 260;;2;3.2;;65;;f;AM3
2548;Athlon II X2 250;;2;3;;65;;f;AM3
2550;Athlon II X3 435;;3;2.9;;95;;f;AM3
2551;Athlon II X3 440;;3;3;;95;;f;AM3
2552;Phenom II X2 550;;2;3.1;;80;;f;AM3
2553;Athlon II X4 635;;4;2.9;;95;;f;AM3
2554;Phenom II X4 945;;4;3;;125;;f;AM3
2555;Phenom II X4 945;;4;3;;125;;f;AM3
2556;Athlon II X2 235e;;2;2.7;;45;;f;AM3
2557;Athlon II X2 240e;;2;2.8;;45;;f;AM3
2558;Athlon II X2 245e;;2;2.9;;45;;f;AM3
2559;Athlon II X3 405e;;3;2.3;;45;;f;AM3
2594;Athlon II X4 630;;4;2.8;;95;;f;AM3
2595;Athlon II X2 265;;2;3.2;;65;;f;AM3
2598;Phenom II X2 545;;2;3;;80;;f;AM3
2600;Phenom II X4 955;;4;3.2;;125;;f;AM3
2601;Phenom II X4 955;;4;3.2;;125;;f;AM3
2602;Athlon II X4 630;;4;2.8;;95;;f;AM3
2603;Sempron 130;;1;2.6;;45;;f;AM3
2607;Athlon II X2 250;;2;3;;65;;f;AM3
2665;Athlon II X2 245;;2;2.9;;65;;f;AM3
2667;Phenom II X3 710;;3;2.6;;95;;f;AM3
2668;Phenom II X4 805;;4;2.5;;95;;f;AM3
2669;Phenom II X4 910;;4;2.6;;95;;f;AM3
2670;Athlon II X2 260u;;2;1.8;;25;;f;AM3
2671;Athlon II X3 405e;;3;2.3;;45;;f;AM3
2672;Athlon II X4 600e;;4;2.2;;45;;f;AM3
2673;Athlon II X4 605e;;4;2.3;;45;;f;AM3
2674;Athlon II X4 610e;;4;2.4;;45;;f;AM3
2708;Athlon II X2 255;;2;3.1;;65;;f;AM3
2709;Athlon II X3 425;;3;2.7;;95;;f;AM3
2712;Phenom II X4 975;;4;3.6;;125;;f;AM3
2713;Athlon II X2 245;;2;2.9;;65;;f;AM3
2714;Athlon II X2 245;;2;2.9;;65;;f;AM3
2715;Phenom II X4 925;;4;2.8;;95;;f;AM3
2717;Athlon II X3 460;;3;3.4;;95;;f;AM3
2718;Athlon II X3 440;;3;3;;95;;f;AM3
2720;Phenom II X4 970;;4;3.5;;125;;f;AM3
350;Core i7-870;100;4;2.93;;95;;t;AM3
354;Core i3-530;45;2;2.93;;73;HD Graphics;t;AM3
379;Core i5-750;72;4;2.66;;95;;f;AM3
403;Core i7-860;361.21;4;2.8;;95;;t;AM3
439;Core i5-650;70;2;3.2;;73;HD Graphics;t;LGA 1156
447;Core i5-760;100;4;2.8;;95;;f;LGA 1156
510;Core i3-540;60;2;3.06;;73;HD Graphics;t;LGA 1156
668;Core i7-875K;180;4;2.93;;95;;t;LGA 1156
676;Core i3-550;;2;3.2;;73;HD Graphics;t;LGA 1156
689;Core i7-870;195.02;4;2.93;;95;;t;LGA 1156
706;Core i7-880;;4;3.06;;95;;t;LGA 1156
737;Core i7-860;189.95;4;2.8;;95;;t;LGA 1156
761;Core i3-560;60;2;3.333;;73;HD Graphics;t;LGA 1156
767;Core i5-680;;2;3.6;;73;HD Graphics;t;LGA 1156
785;Pentium G6950;55.01;2;2.8;;73;HD Graphics;f;LGA 1156
786;Core i5-750;403;4;2.66;;95;;f;LGA 1156
876;Core i5-660;149.94;2;3.33;;73;HD Graphics;t;LGA 1156
878;Core i5-661;80;2;3.33;;87;HD Graphics;t;LGA 1156
1009;Core i5-670;119.99;2;3.46;;73;HD Graphics;t;LGA 1156
1010;Core i7-860S;100;4;2.53;;82;;t;LGA 1156
1097;Core i5-655K;;2;3.2;;73;HD Graphics;t;LGA 1156
1161;Core i7-870S;;4;2.667;;82;;t;LGA 1156
1212;Core i7-860S;;4;2.53;;82;;t;LGA 1156
1285;Core i7-870S;;4;2.667;;82;;t;LGA 1156
1723;Core i7-870;100;4;2.93;;95;;t;LGA 1156
1727;Core i3-530;45;2;2.93;;73;HD Graphics;t;LGA 1156
1752;Core i5-750;72;4;2.66;;95;;f;LGA 1156
1776;Core i7-860;361.21;4;2.8;;95;;t;LGA 1156
1812;Core i5-650;70;2;3.2;;73;HD Graphics;t;LGA 1156
1820;Core i5-760;100;4;2.8;;95;;f;LGA 1156
1883;Core i3-540;60;2;3.06;;73;HD Graphics;t;LGA 1156
2041;Core i7-875K;180;4;2.93;;95;;t;LGA 1156
2049;Core i3-550;;2;3.2;;73;HD Graphics;t;LGA 1156
2062;Core i7-870;195.02;4;2.93;;95;;t;LGA 1156
2079;Core i7-880;;4;3.06;;95;;t;LGA 1156
2110;Core i7-860;189.95;4;2.8;;95;;t;LGA 1156
2134;Core i3-560;60;2;3.333;;73;HD Graphics;t;LGA 1156
2140;Core i5-680;;2;3.6;;73;HD Graphics;t;LGA 1156
2158;Pentium G6950;55.01;2;2.8;;73;HD Graphics;f;LGA 1156
2159;Core i5-750;403;4;2.66;;95;;f;LGA 1156
2249;Core i5-660;149.94;2;3.33;;73;HD Graphics;t;LGA 1156
2251;Core i5-661;80;2;3.33;;87;HD Graphics;t;LGA 1156
2382;Core i5-670;119.99;2;3.46;;73;HD Graphics;t;LGA 1156
2383;Core i7-860S;100;4;2.53;;82;;t;LGA 1156
2470;Core i5-655K;;2;3.2;;73;HD Graphics;t;LGA 1156
2534;Core i7-870S;;4;2.667;;82;;t;LGA 1156
2585;Core i7-860S;;4;2.53;;82;;t;LGA 1156
2658;Core i7-870S;;4;2.667;;82;;t;LGA 1156
359;Core i7-920;90;4;2.66;;130;;t;LGA 1156
437;Core i7-950;100;4;3.06;;130;;t;LGA 1156
468;Core i7-960;220;4;3.2;;130;;t;LGA 1156
528;Core i7-980;356.02;6;3.333;;130;;t;LGA 1156
591;Core i7-930;198.73;4;2.8;;130;;t;LGA 1366
687;Core i7-940;149.94;4;2.93;;130;;t;LGA 1366
707;Core i7-970;;6;3.2;;130;;t;LGA 1366
747;Core i7-930;;4;2.8;;130;;t;LGA 1366
850;Core i7-920;;4;2.66;;130;;t;LGA 1366
