id;name;price;core_count;core_clock;boost_clock;tdp;graphics;smt;socket
246;Core i9-12900;458;16;2.4;5.1;65;UHD Graphics 770;t;LGA 1151
2636;Xeon E5-2697 V3;;14;2.6;3.6;145;;t;LGA 1151
252;Core i9-13900T;;24;1.1;5.3;35;UHD Graphics 770;t;LGA 1150
260;Core i3-12100T;;4;2.2;4.1;35;UHD Graphics 730;t;AM3
306;Core i5-13500T;;14;1.6;4.6;35;UHD Graphics 770;t;LGA 775
315;Core i5-13600;;14;2.7;5;65;UHD Graphics 770;t;AM3+
331;Core i7-13700T;;16;1.4;4.9;35;;t;test
345;Core i3-13100T;;4;2.5;4.2;35;UHD Graphics 730;t;test
1417;Core i5-14600KF;293.99;14;3.5;5.3;125;;t;LGA 1700
1419;Core i9-14900KF;509.14;24;3.2;6;125;;t;LGA 2011-3
1423;Core i5-14400F;199.99;10;2.5;4.7;65;;t;LGA 1700
1426;Core i5-14500;239.99;14;2.6;5;65;UHD Graphics 770;t;LGA 1700
1428;Core i5-12400;156.76;6;2.5;4.4;65;UHD Graphics 730;t;LGA 1700
1433;Core i9-13900KF;488.84;24;3;5.8;125;;t;LGA 1700
1437;Core i7-14700F;369.55;20;2.1;5.4;65;;t;LGA 1700
1442;Core i3-14100F;114.98;4;3.5;4.7;58;;t;LGA 1700
1446;Core i5-13500;244.85;14;2.5;4.8;65;UHD Graphics 770;t;LGA 1700
1447;Core i3-12100;116.98;4;3.3;4.3;60;UHD Graphics 730;t;LGA 1700
1448;Core i9-12900KF;339.55;16;3.2;5.2;125;;t;LGA 1700
1449;Core i7-12700F;249.99;12;2.1;4.9;65;;t;LGA 1700
1450;Core i3-13100F;109.99;4;3.4;4.5;58;;t;LGA 1700
1454;Core i9-13900KS;589.99;24;3;6;150;UHD Graphics 770;t;LGA 1700
1456;Core i7-13700F;349.98;16;2.1;5.2;65;;t;LGA 1700
1467;Core i7-14700;399.98;20;2.1;5.4;65;UHD Graphics 770;t;LGA 1700
1468;Core i5-13400;228.98;10;2.5;4.6;65;UHD Graphics 730;t;LGA 1700
1471;Core i3-14100;149;4;3.5;4.7;60;UHD Graphics 730;t;LGA 1700
1475;Core i7-12700;265.49;12;2.1;4.9;65;UHD Graphics 770;t;LGA 1700
1476;Core i9-12900KS;369;16;3.4;5.5;150;UHD Graphics 770;t;LGA 1700
1488;Core i5-14400;229.98;10;2.5;4.7;65;UHD Graphics 730;t;LGA 1700
1497;Core i7-13700;371.99;16;2.1;5.2;65;UHD Graphics 770;t;LGA 1700
1402;Threadripper 3990X;4255;64;2.9;4.3;280;;t;LGA 1700
1498;Core i5-12500;195.98;6;3;4.6;65;UHD Graphics 770;t;LGA 1700
1505;Core i9-14900;554.99;24;2;5.8;65;UHD Graphics 770;t;LGA 1700
1710;Core i7-980X Extreme Edition;153.64;6;3.33;;130;;t;LGA 1700
1711;Xeon E5-2690 V4;1025.58;14;2.6;3.5;135;;t;LGA 1700
1520;Core i9-14900F;528.99;24;2;5.8;65;;t;LGA 1700
1850;FX-8150;;8;3.6;;125;;f;LGA 1700
1979;Opteron 6378;;16;2.4;3.3;115;;f;LGA 1700
45;Ryzen 5 8500G;179;6;4.1;5;65;Radeon 740M;t;test
51;Ryzen 9 7900;369;12;3.6;5.4;65;Radeon;t;LGA 1700
52;Ryzen 7 8700G;329;8;4.2;5.1;65;Radeon 780M;t;LGA 1700
59;Ryzen 5 8600G;228.99;6;4.3;5;65;Radeon 760M;t;test
63;Ryzen 5 7500F;;6;3.7;5;65;;t;test
215;Ryzen 9 PRO 7945;;12;3.7;5.4;65;Radeon;t;LGA 1700
388;Ryzen 5 PRO 7645;;6;3.8;5.1;65;Radeon;t;AM3+
396;Ryzen 7 PRO 7745;;8;3.8;5.3;65;Radeon;t;G34
487;Ryzen 7 PRO 7745;;8;3.8;5.3;65;Radeon;t;AM5
1374;Ryzen 7 7800X3D;339;8;4.2;5;120;Radeon;t;AM5
1375;Ryzen 5 7600X;204.99;6;4.7;5.3;105;Radeon;t;AM5
1377;Ryzen 5 7600;185;6;3.8;5.1;65;Radeon;t;AM5
1382;Ryzen 7 7700X;288.81;8;4.5;5.4;105;Radeon;t;AM5
1383;Ryzen 9 7950X3D;564;16;4.2;5.7;120;Radeon;t;AM5
1393;Ryzen 9 7900X;396.58;12;4.7;5.6;170;Radeon;t;AM5
1401;Ryzen 7 7700;281.63;8;3.6;5.3;65;Radeon;t;AM5
1406;Ryzen 9 7900X3D;403.99;12;4.4;5.6;120;Radeon;t;AM5
1409;Ryzen 9 7950X;510.38;16;4.5;5.7;170;Radeon;t;AM5
1415;Ryzen 5 7500F;;6;3.7;5;65;;t;AM5
1418;Ryzen 5 8500G;179;6;4.1;5;65;Radeon 740M;t;AM5
44;Core i5-14600KF;293.99;14;3.5;5.3;125;;t;AM5
46;Core i9-14900KF;509.14;24;3.2;6;125;;t;AM5
50;Core i5-14400F;199.99;10;2.5;4.7;65;;t;AM5
53;Core i5-14500;239.99;14;2.6;5;65;UHD Graphics 770;t;AM5
55;Core i5-12400;156.76;6;2.5;4.4;65;UHD Graphics 730;t;AM5
60;Core i9-13900KF;488.84;24;3;5.8;125;;t;AM5
64;Core i7-14700F;369.55;20;2.1;5.4;65;;t;AM5
69;Core i3-14100F;114.98;4;3.5;4.7;58;;t;AM5
73;Core i5-13500;244.85;14;2.5;4.8;65;UHD Graphics 770;t;LGA 1700
74;Core i3-12100;116.98;4;3.3;4.3;60;UHD Graphics 730;t;LGA 1700
75;Core i9-12900KF;339.55;16;3.2;5.2;125;;t;LGA 1700
76;Core i7-12700F;249.99;12;2.1;4.9;65;;t;LGA 1700
77;Core i3-13100F;109.99;4;3.4;4.5;58;;t;LGA 1700
81;Core i9-13900KS;589.99;24;3;6;150;UHD Graphics 770;t;LGA 1700
83;Core i7-13700F;349.98;16;2.1;5.2;65;;t;LGA 1700
94;Core i7-14700;399.98;20;2.1;5.4;65;UHD Graphics 770;t;LGA 1700
95;Core i5-13400;228.98;10;2.5;4.6;65;UHD Graphics 730;t;LGA 1700
98;Core i3-14100;149;4;3.5;4.7;60;UHD Graphics 730;t;LGA 1700
102;Core i7-12700;265.49;12;2.1;4.9;65;UHD Graphics 770;t;LGA 1700
103;Core i9-12900KS;369;16;3.4;5.5;150;UHD Graphics 770;t;LGA 1700
115;Core i5-14400;229.98;10;2.5;4.7;65;UHD Graphics 730;t;LGA 1700
124;Core i7-13700;371.99;16;2.1;5.2;65;UHD Graphics 770;t;LGA 1700
125;Core i5-12500;195.98;6;3;4.6;65;UHD Graphics 770;t;LGA 1700
132;Core i9-14900;554.99;24;2;5.8;65;UHD Graphics 770;t;LGA 1700
147;Core i9-14900F;528.99;24;2;5.8;65;;t;LGA 1700
150;Celeron G6900;74.79;2;3.4;;46;UHD Graphics 710;f;LGA 1700
168;Core i9-13900;490;24;2;5.6;65;UHD Graphics 770;t;LGA 1700
169;Core i3-13100;147.99;4;3.4;4.5;60;UHD Graphics 730;t;LGA 1700
196;Core i9-13900F;549.99;24;2;5.6;65;;t;LGA 1700
224;Core i5-12600;337.11;6;3.3;4.8;65;UHD Graphics 770;t;LGA 1700
225;Pentium Gold G7400;102.73;2;3.7;;46;UHD Graphics 710;t;LGA 1700
237;Core i9-12900F;432.99;16;2.4;5.1;65;;t;LGA 1700
1523;Celeron G6900;74.79;2;3.4;;46;UHD Graphics 710;f;LGA 1700
1541;Core i9-13900;490;24;2;5.6;65;UHD Graphics 770;t;LGA 1700
1542;Core i3-13100;147.99;4;3.4;4.5;60;UHD Graphics 730;t;LGA 1700
1569;Core i9-13900F;549.99;24;2;5.6;65;;t;LGA 1700
1597;Core i5-12600;337.11;6;3.3;4.8;65;UHD Graphics 770;t;LGA 1700
1598;Pentium Gold G7400;102.73;2;3.7;;46;UHD Graphics 710;t;LGA 1700
1610;Core i9-12900F;432.99;16;2.4;5.1;65;;t;LGA 1700
1619;Core i9-12900;458;16;2.4;5.1;65;UHD Graphics 770;t;LGA 1700
1625;Core i9-13900T;;24;1.1;5.3;35;UHD Graphics 770;t;LGA 1700
1633;Core i3-12100T;;4;2.2;4.1;35;UHD Graphics 730;t;LGA 1700
1679;Core i5-13500T;;14;1.6;4.6;35;UHD Graphics 770;t;LGA 1700
1688;Core i5-13600;;14;2.7;5;65;UHD Graphics 770;t;LGA 1700
1704;Core i7-13700T;;16;1.4;4.9;35;;t;LGA 1700
1718;Core i3-13100T;;4;2.5;4.2;35;UHD Graphics 730;t;LGA 1700
1378;Core i9-14900K;544.99;24;3.2;6;125;UHD Graphics 770;t;LGA 1700
1379;Core i7-14700K;399.99;20;3.4;5.6;125;UHD Graphics 770;t;LGA 1700
1380;Core i5-12400F;128;6;2.5;4.4;65;;t;LGA 1700
1386;Core i5-12600KF;159.13;10;3.7;4.9;125;;t;LGA 1700
1388;Core i7-12700K;248;12;3.6;5;125;UHD Graphics 770;t;LGA 1700
1390;Core i7-13700K;359;16;3.4;5.4;125;UHD Graphics 770;t;LGA 1700
1391;Core i5-12600K;175.74;10;3.7;4.9;125;UHD Graphics 770;t;LGA 1700
1396;Core i5-13600K;283.99;14;3.5;5.1;125;UHD Graphics 770;t;LGA 1700
1397;Core i9-14900KS;652.95;24;3.2;6.2;150;UHD Graphics 770;t;LGA 1700
1398;Core i7-12700KF;223.95;12;3.6;5;125;;t;LGA 1700
1399;Core i3-12100F;94.98;4;3.3;4.3;58;;t;LGA 1700
1400;Core i5-13600KF;249.99;14;3.5;5.1;125;;t;LGA 1700
1403;Core i9-13900K;486.59;24;3;5.8;125;UHD Graphics 770;t;LGA 1700
1404;Core i7-14700KF;375.74;20;3.4;5.6;125;;t;LGA 1700
1405;Core i5-13400F;185.99;10;2.5;4.6;65;;t;LGA 1700
1407;Core i9-12900K;334;16;3.2;5.2;125;UHD Graphics 770;t;LGA 1700
1410;Core i5-14600K;295.99;14;3.5;5.3;125;UHD Graphics 770;t;LGA 1700
1412;Core i7-13700KF;303.49;16;3.4;5.4;125;;t;LGA 1700
47;Core i5-10400F;97.99;6;2.9;4.3;65;;t;LGA 1700
61;Core i3-10100F;70.73;4;3.6;4.3;65;;t;LGA 1700
70;Core i7-10700K;247.25;8;3.8;5.1;125;UHD Graphics 630;t;LGA 1700
72;Core i5-11400F;115.98;6;2.6;4.4;65;;t;LGA 1700
85;Core i7-11700K;233;8;3.6;5;125;UHD Graphics 750;t;LGA 1700
88;Core i9-11900K;257.99;8;3.5;5.3;125;UHD Graphics 750;t;LGA 1700
89;Core i5-10400;130;6;2.9;4.3;65;UHD Graphics 630;t;LGA 1700
93;Core i9-10900K;450;10;3.7;5.3;125;UHD Graphics 630;t;LGA 1700
101;Core i7-10700F;218.99;8;2.9;4.8;65;;t;LGA 1200
106;Core i5-10600K;169.65;6;4.1;4.8;125;UHD Graphics 630;t;LGA 1200
110;Core i9-10850K;279;10;3.6;5.2;125;UHD Graphics 630;t;LGA 1200
112;Core i5-11400;136.5;6;2.6;4.4;65;UHD Graphics 730;t;LGA 1200
113;Core i9-11900KF;232;8;3.5;5.3;125;;t;LGA 1200
117;Core i5-10600KF;123;6;4.1;4.8;125;;t;LGA 1200
118;Core i7-11700F;201.99;8;2.5;4.9;65;;t;LGA 1200
121;Core i5-11600K;179.99;6;3.9;4.9;125;UHD Graphics 750;t;LGA 1200
123;Core i3-10100;93.74;4;3.6;4.3;65;UHD Graphics 630;t;LGA 1200
126;Core i7-10700;234.8;8;2.9;4.8;65;UHD Graphics 630;t;LGA 1200
129;Core i3-10105F;79.78;4;3.7;4.4;65;;t;LGA 1200
134;Core i9-10900KF;255;10;3.7;5.3;125;;t;LGA 1200
151;Celeron G5900;40.43;2;3.4;;58;UHD Graphics 610;f;LGA 1200
152;Core i7-10700KF;240;8;3.8;5.1;125;;t;LGA 1200
156;Core i7-11700;249.44;8;2.5;4.9;65;UHD Graphics 750;t;LGA 1200
162;Core i7-11700KF;244.27;8;3.6;5;125;;t;LGA 1200
176;Core i5-11600KF;164.89;6;3.9;4.9;125;;t;LGA 1200
189;Core i3-10105;89.95;4;3.7;4.4;65;UHD Graphics 630;t;LGA 1200
191;Core i9-10900F;259.99;10;2.8;5.2;65;;t;LGA 1200
207;Core i9-11900F;210;8;2.5;5.2;65;;t;LGA 1200
214;Core i5-10500;238.99;6;3.1;4.5;65;UHD Graphics 630;t;LGA 1200
230;Core i5-11600;140;6;2.8;4.8;65;UHD Graphics 750;t;LGA 1200
245;Core i9-10900;275.7;10;2.8;5.2;65;UHD Graphics 630;t;LGA 1200
250;Core i5-11500;146.16;6;2.7;4.6;65;UHD Graphics 750;t;LGA 1200
269;Pentium Gold G6400;74.99;2;4;;58;UHD Graphics 610;t;LGA 1200
279;Core i9-11900;269.99;8;2.5;5.2;65;UHD Graphics 750;t;LGA 1200
339;Core i5-10600;349.95;6;3.3;4.8;65;UHD Graphics 630;t;LGA 1200
352;Core i3-10300;104.27;4;3.7;4.4;65;UHD Graphics 630;t;LGA 1200
432;Pentium Gold G6405;88.72;2;4.1;;58;UHD Graphics 610;t;LGA 1200
433;Celeron G5920;52.99;2;3.5;;58;UHD Graphics 610;f;LGA 1200
449;Pentium Gold G6500;70.98;2;4.1;;58;UHD Graphics 630;t;LGA 1200
456;Core i9-10900K;;10;3.7;5.3;125;UHD Graphics 630;t;LGA 1200
531;Core i3-10100T;;4;3;3.8;35;UHD Graphics 630;t;LGA 1200
536;Core i9-10850K;;10;3.6;5.2;125;UHD Graphics 630;t;LGA 1200
537;Core i3-10320;120;4;3.8;4.6;65;UHD Graphics 630;t;LGA 1200
555;Pentium Gold G6600;69.63;2;4.2;;58;UHD Graphics 630;t;LGA 1200
2255;Phenom II X3 720;;3;2.8;;95;;f;test
575;Pentium Gold G6605;176.34;2;4.3;;58;UHD Graphics 630;t;LGA 1200
580;Core i5-10600K;;6;4.1;4.8;125;UHD Graphics 630;t;LGA 1200
718;Core i3-10305;169.99;4;3.8;4.5;65;UHD Graphics 630;t;LGA 1200
874;Pentium Gold G6600;;2;4.2;;58;UHD Graphics 630;t;LGA 1200
1070;Core i3-10325;;4;3.9;4.7;65;UHD Graphics 630;t;LGA 1200
1420;Core i5-10400F;97.99;6;2.9;4.3;65;;t;LGA 1200
1434;Core i3-10100F;70.73;4;3.6;4.3;65;;t;LGA 1200
1443;Core i7-10700K;247.25;8;3.8;5.1;125;UHD Graphics 630;t;LGA 1200
1445;Core i5-11400F;115.98;6;2.6;4.4;65;;t;AM3
1458;Core i7-11700K;233;8;3.6;5;125;UHD Graphics 750;t;LGA 1200
1461;Core i9-11900K;257.99;8;3.5;5.3;125;UHD Graphics 750;t;LGA 1200
1462;Core i5-10400;130;6;2.9;4.3;65;UHD Graphics 630;t;LGA 1200
1466;Core i9-10900K;450;10;3.7;5.3;125;UHD Graphics 630;t;LGA 1200
1474;Core i7-10700F;218.99;8;2.9;4.8;65;;t;LGA 1200
1479;Core i5-10600K;169.65;6;4.1;4.8;125;UHD Graphics 630;t;LGA 1200
1483;Core i9-10850K;279;10;3.6;5.2;125;UHD Graphics 630;t;LGA 1200
1485;Core i5-11400;136.5;6;2.6;4.4;65;UHD Graphics 730;t;LGA 1200
1486;Core i9-11900KF;232;8;3.5;5.3;125;;t;LGA 1200
1490;Core i5-10600KF;123;6;4.1;4.8;125;;t;LGA 1200
1491;Core i7-11700F;201.99;8;2.5;4.9;65;;t;LGA 1200
1494;Core i5-11600K;179.99;6;3.9;4.9;125;UHD Graphics 750;t;LGA 1200
1496;Core i3-10100;93.74;4;3.6;4.3;65;UHD Graphics 630;t;LGA 1200
1499;Core i7-10700;234.8;8;2.9;4.8;65;UHD Graphics 630;t;LGA 1200
1502;Core i3-10105F;79.78;4;3.7;4.4;65;;t;LGA 1200
1507;Core i9-10900KF;255;10;3.7;5.3;125;;t;LGA 1200
1524;Celeron G5900;40.43;2;3.4;;58;UHD Graphics 610;f;LGA 1200
1525;Core i7-10700KF;240;8;3.8;5.1;125;;t;LGA 1200
1529;Core i7-11700;249.44;8;2.5;4.9;65;UHD Graphics 750;t;LGA 1200
1535;Core i7-11700KF;244.27;8;3.6;5;125;;t;LGA 1200
1549;Core i5-11600KF;164.89;6;3.9;4.9;125;;t;LGA 1200
1562;Core i3-10105;89.95;4;3.7;4.4;65;UHD Graphics 630;t;LGA 1200
1564;Core i9-10900F;259.99;10;2.8;5.2;65;;t;LGA 1200
1580;Core i9-11900F;210;8;2.5;5.2;65;;t;LGA 1200
1587;Core i5-10500;238.99;6;3.1;4.5;65;UHD Graphics 630;t;LGA 1200
1603;Core i5-11600;140;6;2.8;4.8;65;UHD Graphics 750;t;LGA 1200
1618;Core i9-10900;275.7;10;2.8;5.2;65;UHD Graphics 630;t;LGA 1200
1623;Core i5-11500;146.16;6;2.7;4.6;65;UHD Graphics 750;t;LGA 1200
1642;Pentium Gold G6400;74.99;2;4;;58;UHD Graphics 610;t;LGA 1200
1652;Core i9-11900;269.99;8;2.5;5.2;65;UHD Graphics 750;t;LGA 1200
1712;Core i5-10600;349.95;6;3.3;4.8;65;UHD Graphics 630;t;LGA 1200
1725;Core i3-10300;104.27;4;3.7;4.4;65;UHD Graphics 630;t;LGA 1200
1805;Pentium Gold G6405;88.72;2;4.1;;58;UHD Graphics 610;t;LGA 1200
1806;Celeron G5920;52.99;2;3.5;;58;UHD Graphics 610;f;LGA 1200
1822;Pentium Gold G6500;70.98;2;4.1;;58;UHD Graphics 630;t;LGA 1200
1829;Core i9-10900K;;10;3.7;5.3;125;UHD Graphics 630;t;LGA 1200
1904;Core i3-10100T;;4;3;3.8;35;UHD Graphics 630;t;LGA 1200
1909;Core i9-10850K;;10;3.6;5.2;125;UHD Graphics 630;t;LGA 1200
1910;Core i3-10320;120;4;3.8;4.6;65;UHD Graphics 630;t;LGA 1200
1928;Pentium Gold G6600;69.63;2;4.2;;58;UHD Graphics 630;t;LGA 1200
1948;Pentium Gold G6605;176.34;2;4.3;;58;UHD Graphics 630;t;LGA 1200
1953;Core i5-10600K;;6;4.1;4.8;125;UHD Graphics 630;t;LGA 1200
2091;Core i3-10305;169.99;4;3.8;4.5;65;UHD Graphics 630;t;LGA 1200
2247;Pentium Gold G6600;;2;4.2;;58;UHD Graphics 630;t;LGA 1200
2443;Core i3-10325;;4;3.9;4.7;65;UHD Graphics 630;t;LGA 1200
182;Core i9-10980XE;1200;18;3;4.8;165;;t;LGA 1200
241;Core i9-10900X;615;10;3.7;4.7;165;;t;LGA 1200
247;Core i9-7960X;347.48;16;2.8;4.4;165;;t;LGA 1200
262;Core i9-7900X;400;10;3.3;4.5;140;;t;LGA 1200
266;Core i7-7740X;235;4;4.3;4.5;112;;t;LGA 1200
268;Core i7-7800X;489.99;6;3.5;4;140;;t;LGA 1200
270;Core i9-10940X;780;14;3.3;4.8;165;;t;LGA 1200
293;Core i9-7980XE;1156.2;18;2.6;4.4;165;;t;LGA 1200
314;Core i7-7820X;;8;3.6;4.5;140;;t;LGA 1200
322;Core i9-10920X;799;12;3.5;4.8;165;;t;LGA 2066
327;Core i9-9980XE;1498.95;18;3;4.4;165;;t;LGA 2066
363;Core i9-7920X;556.54;12;2.9;4.4;140;;t;LGA 2066
367;Core i9-9980XE;1097;18;3;4.4;165;;t;LGA 2066
371;Core i7-9800X;;8;3.8;4.5;165;;t;LGA 2066
393;Core i9-9960X;998.95;16;3.1;4.4;165;;t;LGA 2066
395;Core i7-7800X;289.95;6;3.5;4;140;;t;LGA 2066
414;Core i9-7900X;898.95;10;3.3;4.5;140;;t;LGA 2066
457;Core i9-9900X;655.06;10;3.5;4.4;165;;t;LGA 2066
491;Core i9-9960X;;16;3.1;4.4;165;;t;LGA 2066
506;Core i9-7980XE;1249.95;18;2.6;4.4;165;;t;LGA 2066
538;Core i7-7820X;489.05;8;3.6;4.5;140;;t;LGA 2066
545;Core i9-9820X;;10;3.3;4.1;165;;t;LGA 2066
549;Core i5-7640X;250;4;4;4.2;112;;f;LGA 2066
557;Core i9-9940X;;14;3.3;4.4;165;;t;LGA 2066
573;Core i9-9900X;;10;3.5;4.4;165;;t;LGA 2066
583;Core i9-9920X;799.99;12;3.5;4.4;165;;t;LGA 2066
599;Core i7-7740X;504.57;4;4.3;4.5;112;;t;LGA 2066
618;Core i9-7940X;;14;3.1;4.4;165;;t;LGA 2066
667;Core i9-9940X;998.95;14;3.3;4.4;165;;t;LGA 2066
675;Core i5-7640X;225.4;4;4;4.2;112;;f;LGA 2066
705;Core i9-7920X;;12;2.9;4.4;140;;t;LGA 2066
798;Core i7-7800X;;6;3.5;4;140;;t;LGA 2066
827;Core i7-9800X;;8;3.8;4.5;165;;t;LGA 2066
938;Core i9-9820X;;10;3.3;4.1;165;;t;LGA 2066
945;Core i9-9920X;;12;3.5;4.4;165;;t;LGA 2066
987;Core i9-7900X;;10;3.3;4.5;140;;t;LGA 2066
1059;Core i7-7820X;;8;3.6;4.5;140;;t;LGA 2066
1283;Core i7-7740X;;4;4.3;4.5;112;;t;LGA 2066
1286;Core i9-7940X;;14;3.1;4.4;165;;t;LGA 2066
1368;Core i5-7640X;;4;4;4.2;112;;f;LGA 2066
1555;Core i9-10980XE;1200;18;3;4.8;165;;t;LGA 2066
1614;Core i9-10900X;615;10;3.7;4.7;165;;t;LGA 2066
1620;Core i9-7960X;347.48;16;2.8;4.4;165;;t;LGA 2066
1635;Core i9-7900X;400;10;3.3;4.5;140;;t;LGA 2066
1639;Core i7-7740X;235;4;4.3;4.5;112;;t;LGA 2066
1641;Core i7-7800X;489.99;6;3.5;4;140;;t;LGA 2066
1643;Core i9-10940X;780;14;3.3;4.8;165;;t;LGA 2066
1666;Core i9-7980XE;1156.2;18;2.6;4.4;165;;t;LGA 2066
1687;Core i7-7820X;;8;3.6;4.5;140;;t;LGA 2066
1695;Core i9-10920X;799;12;3.5;4.8;165;;t;LGA 2066
1700;Core i9-9980XE;1498.95;18;3;4.4;165;;t;LGA 2066
1736;Core i9-7920X;556.54;12;2.9;4.4;140;;t;LGA 2066
1740;Core i9-9980XE;1097;18;3;4.4;165;;t;LGA 2066
1744;Core i7-9800X;;8;3.8;4.5;165;;t;LGA 2066
1766;Core i9-9960X;998.95;16;3.1;4.4;165;;t;LGA 2066
1768;Core i7-7800X;289.95;6;3.5;4;140;;t;LGA 2066
1787;Core i9-7900X;898.95;10;3.3;4.5;140;;t;LGA 2066
1830;Core i9-9900X;655.06;10;3.5;4.4;165;;t;LGA 2066
1864;Core i9-9960X;;16;3.1;4.4;165;;t;LGA 2066
1879;Core i9-7980XE;1249.95;18;2.6;4.4;165;;t;LGA 2066
1911;Core i7-7820X;489.05;8;3.6;4.5;140;;t;LGA 2066
1918;Core i9-9820X;;10;3.3;4.1;165;;t;LGA 2066
1922;Core i5-7640X;250;4;4;4.2;112;;f;LGA 2066
1930;Core i9-9940X;;14;3.3;4.4;165;;t;LGA 2066
1946;Core i9-9900X;;10;3.5;4.4;165;;t;LGA 2066
1956;Core i9-9920X;799.99;12;3.5;4.4;165;;t;LGA 2066
1972;Core i7-7740X;504.57;4;4.3;4.5;112;;t;LGA 2066
1991;Core i9-7940X;;14;3.1;4.4;165;;t;LGA 2066
2040;Core i9-9940X;998.95;14;3.3;4.4;165;;t;LGA 2066
2048;Core i5-7640X;225.4;4;4;4.2;112;;f;LGA 2066
2078;Core i9-7920X;;12;2.9;4.4;140;;t;LGA 2066
2171;Core i7-7800X;;6;3.5;4;140;;t;LGA 2066
2200;Core i7-9800X;;8;3.8;4.5;165;;t;LGA 2066
2309;Core i9-7960X;;16;2.8;4.4;165;;t;LGA 2066
2311;Core i9-9820X;;10;3.3;4.1;165;;t;LGA 2066
2318;Core i9-9920X;;12;3.5;4.4;165;;t;LGA 2066
2360;Core i9-7900X;;10;3.3;4.5;140;;t;LGA 2066
2432;Core i7-7820X;;8;3.6;4.5;140;;t;LGA 2066
2656;Core i7-7740X;;4;4.3;4.5;112;;t;LGA 2066
2659;Core i9-7940X;;14;3.1;4.4;165;;t;LGA 2066
2741;Core i5-7640X;;4;4;4.2;112;;f;LGA 2066
41;Ryzen 7 5700X3D;214.99;8;3;4.1;105;;t;LGA 2066
43;Ryzen 9 5950X;363;16;3.4;4.9;105;;t;LGA 2066
48;Ryzen 5 4600G;95.16;6;3.7;4.2;65;Radeon Vega 7;t;LGA 2066
49;Ryzen 3 4100;68.98;4;3.8;4;65;;t;LGA 2066
54;Ryzen 5 2600;150;6;3.4;3.9;65;;t;LGA 2066
57;Ryzen 3 3200G;81.39;4;3.6;4;65;Radeon Vega 8;f;LGA 2066
66;Ryzen 5 3600X;210;6;3.8;4.4;95;;t;LGA 2066
67;Ryzen 7 2700X;210;8;3.7;4.3;105;;t;LGA 2066
71;Ryzen 9 3900X;395;12;3.8;4.6;105;;t;LGA 2066
82;Ryzen 5 3600;119.99;6;3.6;4.2;65;;t;AM4
84;Ryzen 7 3800X;285;8;3.9;4.5;105;;t;AM4
86;Ryzen 5 3400G;98.15;4;3.7;4.2;65;Radeon Vega 11;t;AM4
91;Ryzen 5 2600X;195;6;3.6;4.2;95;;t;AM4
97;Ryzen 5 5500GT;115;6;3.6;4.4;65;Radeon Vega 7;t;AM4
104;Ryzen 3 3100;170;4;3.6;3.9;65;;t;AM4
107;Ryzen 9 3950X;495;16;3.5;4.7;105;;t;AM4
109;Ryzen 5 5600GT;130;6;3.6;4.6;65;Radeon Vega 7;t;AM4
119;Ryzen 7 2700;185;8;3.2;4.1;65;;t;AM4
133;Ryzen 3 2200G;130;4;3.5;3.7;65;Radeon Vega 8;f;AM4
137;Ryzen 9 3950X;2147.03;16;3.5;4.7;105;;t;AM4
138;Athlon 200GE;69.98;2;3.2;;35;Radeon Vega 3;t;AM4
143;Ryzen 5 2400G;135;4;3.6;3.9;65;Radeon Vega 11;t;AM4
144;Ryzen 5 3500X;;6;3.6;4.1;65;;f;AM4
149;Ryzen 7 1700;195;8;3;3.7;65;;t;AM4
155;Ryzen 5 5600X3D;;6;3.3;4.4;105;;t;AM4
160;Ryzen 5 1600X;119.99;6;3.6;4;95;;t;AM4
170;Ryzen 7 3700X;;8;3.6;4.4;65;;t;AM4
174;Ryzen 7 1700X;225;8;3.4;3.8;95;;t;AM4
175;Ryzen 5 1400;110;4;3.2;3.4;65;;t;AM4
179;Ryzen 3 3300X;150;4;3.8;4.3;65;;t;AM4
181;Ryzen 7 3800XT;349.99;8;3.9;4.7;105;;t;AM4
183;Ryzen 9 3900XT;379;12;3.8;4.7;105;;t;AM4
185;Ryzen 5 3600XT;;6;3.8;4.5;95;;t;AM4
194;Ryzen 5 3600;;6;3.6;4.2;65;;t;AM4
195;Ryzen 5 3500;;6;3.6;4.1;65;;f;AM4
197;Ryzen 7 1800X;235;8;3.6;4;95;;t;AM4
198;Ryzen 5 1500X;195;4;3.5;3.7;65;;t;AM4
223;Ryzen 3 3200G;;4;3.6;4;65;Radeon Vega 8;f;AM4
257;Ryzen 9 3900X;;12;3.8;4.6;105;;t;AM4
276;Ryzen 3 1300X;;4;3.5;3.7;65;;f;AM4
278;Ryzen 5 2600;;6;3.4;3.9;65;;t;AM4
283;Ryzen 5 3600;262.86;6;3.6;4.2;65;;t;AM4
286;Ryzen 5 2600X;;6;3.6;4.2;95;;t;AM4
297;Ryzen 5 3600X;;6;3.8;4.4;95;;t;AM4
305;Ryzen 7 3800X;;8;3.9;4.5;105;;t;AM4
342;Ryzen 7 1700X;;8;3.4;3.8;95;;t;AM4
348;A6-9500;76.69;2;3.5;3.8;65;Radeon R5 (on die);f;AM4
357;Ryzen 5 3400G;;4;3.7;4.2;65;Radeon Vega 11;t;AM4
377;Ryzen 5 2400G;;4;3.6;3.9;65;Radeon Vega 11;t;AM4
407;Ryzen 3 2200G;;4;3.5;3.7;65;Radeon Vega 8;f;AM4
